adref,longitude,id,description,__CLASS__,latitude,location,redirect_url,category,salary_is_predicted,title,company,created,contract_time,salary_min,salary_max,contract_type
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUxMDYyOTY2NCIsInMiOiJXZ2FkT3hFczhSR1NFdDlHRzZ0MjFRIn0.k9_peeD28hKJDYd1qvHDGObOfbH4wgXf-vGYu4z1Xss,,5510629664,Praktikum Associate Consultant Data Science (m/w/d) In Deutschland - Berlin| Bonn | Köln Du willst Praxiserfahrung in einer internationalen Unternehmensberatungsammeln? Bei uns kannst du dein Interesse an Wirtschaftsthemen mit deinenanalytischen Fähigkeiten verbinden! Werde für mindestens 10 Wochen Teil einesaußergewöhnlichen Teams. Was uns besonders macht: ein starker Unternehmergeistund jede Menge Gestaltungsfreiheit. Der Advanced Analytics Bereich bei Simon-Kucher konzentriert sich auf dieEn…,Adzuna::API::Response::Job,,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Köln'], 'display_name': 'Köln, Nordrhein-Westfalen'}",https://www.adzuna.de/details/5510629664?utm_medium=api&utm_source=a4bcf954,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",0,Praktikum Associate Consultant Data Science (m/w/d),"{'display_name': 'Simon-Kucher & Partners', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-11-23T18:37:53Z,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV2dhZE94RXM4UkdTRXQ5R0c2dDIxUSIsImkiOiI1NTEwNjI5NjY1In0.r9IMVWVIstSt6fgvqk60oCtjgFBa3UcBXloVxVYve-g,13.420806,5510629665,Praktikum Associate Consultant Data Science (m/w/d) In Deutschland - Berlin| Bonn | Köln Du willst Praxiserfahrung in einer internationalen Unternehmensberatungsammeln? Bei uns kannst du dein Interesse an Wirtschaftsthemen mit deinenanalytischen Fähigkeiten verbinden! Werde für mindestens 10 Wochen Teil einesaußergewöhnlichen Teams. Was uns besonders macht: ein starker Unternehmergeistund jede Menge Gestaltungsfreiheit. Der Advanced Analytics Bereich bei Simon-Kucher konzentriert sich auf dieEn…,Adzuna::API::Response::Job,52.507706,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin'], 'display_name': 'Berlin, Deutschland'}",https://www.adzuna.de/details/5510629665?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",0,Praktikum Associate Consultant Data Science (m/w/d),"{'display_name': 'Simon-Kucher & Partners', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-11-23T18:37:53Z,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU4NzQzMzEwNSIsInMiOiJXZ2FkT3hFczhSR1NFdDlHRzZ0MjFRIn0.UdZ1uTn2S5DuN_j0LqbucSssB5Z-zZ_0_U0c3pmg4PU,11.72645,5587433105,"Unternehmensbeschreibung Wir sind eine der führenden Management- und Technologieberatungen und verstehen uns als Vordenker*innen. Wir handeln und denken strategisch, sind überzeugend und unterstützen unsere Kunden mit maßgeschneiderten Lösungen, präzisen Prozessen und innovativen Technologien. Weltweit sind wir 52.000 kreative und kluge Köpfe, in Deutschland und Österreich rund 2.700. Gemeinsam gestalten wir mit digitalen Technologien die Zukunft unserer Kunden und die der Gesellschaft. Vielfal…",Adzuna::API::Response::Job,48.10954,"{'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'Haar'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Haar, München (Kreis)'}",https://www.adzuna.de/details/5587433105?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen für Hochschulabsolventen', 'tag': 'graduate-jobs'}",0,Werkstudent Data Science & Künstliche Intelligenz (m/w/d),"{'display_name': 'Sopra-Steria', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-01-16T06:16:17Z,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ3MDg3NTQxNiIsInMiOiJXZ2FkT3hFczhSR1NFdDlHRzZ0MjFRIn0.5ZZlH-RM4HcgQOGU-m4OsmrhGCybcyWNNJAAev137qk,8.53179,5470875416,"Wir! Eine eingeschworene Gemeinschaft von über 2.800 Transformations- & Integrationsexperten, New Work Verfechtern, Cybersecurity Spezialisten, Big Data & Business Analysten, IoT Engineers und Consultants rund um Business-IT von SAP, Microsoft und IBM. Als führende Consulting- und IT-Gruppe vereinen wir Strategie- und Managementberatung, Prozessberatung, Branchen-Expertise und Technologie-Know-how in Kombination mit IT-Beratung und -Services unter einem Dach. Wir begleiten und unterstützen mehr…",Adzuna::API::Response::Job,49.05204,"{'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Weingarten (Baden)'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Weingarten (Baden), Karlsruhe (Kreis)'}",https://www.adzuna.de/land/ad/5470875416?se=WgadOxEs8RGSEt9GG6t21Q&utm_medium=api&utm_source=a4bcf954&v=97B5C6F377601303CA47CE908B8F793768C96EE7,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",0,Duales Studium B.Sc. Wirtschaftsinformatik - Schwerpunkt Data Science,"{'display_name': 'All for One Group SE', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-10-30T11:57:00Z,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3Nzc4MjEyNCIsInMiOiJXZ2FkT3hFczhSR1NFdDlHRzZ0MjFRIn0.Q3uxWf0QkqSOIPRNsbmGOLk6xzFFrk7-r1CKcqkD2Mc,9.99417,5677782124,"Position Description: Duales Masterstudium Applied Data Science (m/f/d) Stellenbeschreibung Du willst Dich dem analytischen Umgang mit Daten stellen und hast dabei gleichzeitig „das große Ganze“ im Unternehmen im Blick? Künstliche Intelligenz, Data Mining, Predictive Analytics und Projektmanagement findest Du spannend? Kein Problem bei CGI! • Breite Karrieremöglichkeiten • Steile Lernkurve in kleinen Teams • Freistellungstage für Präsenzphasen und individuelles Lernen • Attraktives Gehalt sowie…",Adzuna::API::Response::Job,53.5504,"{'display_name': 'Hamburg-Altstadt, Hamburg', 'area': ['Deutschland', 'Hamburg', 'Hamburg-Altstadt'], '__CLASS__': 'Adzuna::API::Response::Location'}",https://www.adzuna.de/details/5677782124?utm_medium=api&utm_source=a4bcf954,"{'tag': 'graduate-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen für Hochschulabsolventen'}",0,Duales Masterstudium Applied Data Science (m/f/d),"{'display_name': 'CGI', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-03-25T06:58:05Z,,,,contract
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY1MTY2OTk2OSIsInMiOiJXZ2FkT3hFczhSR1NFdDlHRzZ0MjFRIn0.xk2aDds-nQN3exTV6uOeEC02cO29u5hWziQVowVvf2U,9.987297,5651669969,"Position Description: Duales Masterstudium Applied Data Science (m/f/d) Stellenbeschreibung Du willst Dich dem analytischen Umgang mit Daten stellen und hast dabei gleichzeitig „das große Ganze“ im Unternehmen im Blick? Künstliche Intelligenz, Data Mining, Predictive Analytics und Projektmanagement findest Du spannend? Kein Problem bei CGI! • Breite Karrieremöglichkeiten • Steile Lernkurve in kleinen Teams • Freistellungstage für Präsenzphasen und individuelles Lernen • Attraktives Gehalt sowie…",Adzuna::API::Response::Job,53.557429,"{'area': ['Deutschland', 'Hamburg'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hamburg, Deutschland'}",https://www.adzuna.de/details/5651669969?utm_medium=api&utm_source=a4bcf954,"{'tag': 'creative-design-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus Kreation & Design'}",0,Duales Masterstudium Applied Data Science (m/f/d),"{'display_name': 'CGI', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-03-02T21:34:58Z,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV2dhZE94RXM4UkdTRXQ5R0c2dDIxUSIsImkiOiI0NTA4ODU0NjcxIn0.XRqrXLzGp1K4jhqyNgxnEQMGFOLIgC07wCDqmmG2LX4,8.60289,4508854671,"Requistion ID : 67844 Dentsply Sirona ist der weltweit größte Anbieter von Dentalprodukten- und technologien und unterstützt Zahnärzte und Zahntechniker dabei, eine bessere, schnellere und sicherere Versorgung in allen zahnmedizinischen Bereichen anzubieten. Wir sind stolz darauf, bevorzugter Partner für Zahnarztpraxen, Kliniken, Dentallabore und autorisierte Vertriebshändler weltweit zu sein. Der Hauptfirmensitz von Dentsply Sirona befindet sich in Charlotte, North Carolina. So fortschrittlich…",Adzuna::API::Response::Job,49.67828,"{'display_name': 'Bensheim, Bergstraße (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hessen', 'Bergstraße (Kreis)', 'Bensheim']}",https://www.adzuna.de/details/4508854671?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",0,Bachelor of Science (B. Sc.) Data Science und KI,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Dentsply Sirona'}",2024-01-03T20:47:04Z,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTM5MzUzNDY2NSIsInMiOiJXZ2FkT3hFczhSR1NFdDlHRzZ0MjFRIn0.kPN1olLGWichvnrq6aVFcG52jDYzwdrDbCF-ZZK1XKc,8.60289,5393534665,"Requistion ID : 67844 Dentsply Sirona ist der weltweit gru00f6u00dfte Anbieter von Dentalprodukten- und technologien und unterstu00fctzt Zahnu00e4rzte und Zahntechniker dabei, eine bessere, schnellere und sicherere Versorgung in allen zahnmedizinischen Bereichen anzubieten. Wir sind stolz darauf, bevorzugter Partner fu00fcr Zahnarztpraxen, Kliniken, Dentallabore und autorisierte Vertriebshu00e4ndler weltweit zu sein. Der Hauptfirmensitz von Dentsply Sirona befindet sich in Charlotte, North Caro…",Adzuna::API::Response::Job,49.67828,"{'display_name': 'Bensheim, Bergstraße (Kreis)', 'area': ['Deutschland', 'Hessen', 'Bergstraße (Kreis)', 'Bensheim'], '__CLASS__': 'Adzuna::API::Response::Location'}",https://www.adzuna.de/details/5393534665?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",0,Bachelor of Science (B. Sc.) Data Science und KI,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Dentsply Sirona'}",2025-09-11T02:53:14Z,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY0Njk3MTU0MiIsInMiOiJXZ2FkT3hFczhSR1NFdDlHRzZ0MjFRIn0.NgWHGHTNh4S6_2pZHCLEQB94R18_Qeb-9G69mKq_-wo,,5646971542,"Unternehmensbeschreibung Wir sind als eine der führenden europäischen Management- und Technologieberatungen ein echter Tech-Player. Wir sehen uns als Vordenker*innen, handeln und denken strategisch, entwickeln mit unseren Kunden maßgeschneiderte Lösungen, sowie präzise Prozesse und implementieren innovative Technologien. Weltweit sind wir über 50.000 tech-affine und kluge Köpfe – gemeinsam gestalten wir die Zukunft unserer Kunden und die der Gesellschaft. Bist du bereit, das digitale Europa mit…",Adzuna::API::Response::Job,,"{'display_name': 'Deutschland', 'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location'}",https://www.adzuna.de/details/5646971542?utm_medium=api&utm_source=a4bcf954,"{'tag': 'graduate-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen für Hochschulabsolventen'}",0,Junior Consultant Data Science & AI (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Sopra-Steria'}",2026-02-27T06:47:10Z,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV2dhZE94RXM4UkdTRXQ5R0c2dDIxUSIsImkiOiI0ODUyOTA3MjAwIn0.RliV2nZMxDO_yke1qB-XdyLk0ALoUA4-j2-KLatJTn4,8.28561,4852907200,"Über das Unternehmen Als international operierender Spezialist produziert wir leistungsstarke Präzisionsanlagen. Das bedeutet moderne bestehende und vielfach erprobte Standards zu nutzen, um mit Kunden gemeinsam ein tragendes als auch individuelles Gesamtkonzept zu entwickeln. Wir sind Partner von der ersten Idee, Konzeption, Planung, Projektierung und Abwicklung bis zur Endfertigung, Montage und einem umfangreichen After-Sales-Service. Was bieten wir Ihnen? Spannende Aufgaben im Bereich innova…",Adzuna::API::Response::Job,51.14779,"{'display_name': 'Schmallenberg, Hochsauerlandkreis', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Hochsauerlandkreis', 'Schmallenberg'], '__CLASS__': 'Adzuna::API::Response::Location'}",https://www.adzuna.de/details/4852907200?utm_medium=api&utm_source=a4bcf954,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen'}",0,Senior Softwareentwickler für Data Science und Datenmanagement (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Workwise GmbH'}",2024-09-05T12:53:18Z,full_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV2dhZE94RXM4UkdTRXQ5R0c2dDIxUSIsImkiOiI1NTUyNzc2OTY1In0.hBogaf-SgUcbiqRizbjNBPgWqNyfCqaGft8jHMVP7rU,8.76072,5552776965,Über uns statworx ist ein führendes Beratungs- und Entwicklungsunternehmen für Daten und KI mit Sitz in Frankfurt am Main. Wir bieten strategische Beratung für mittelständische Unternehmen und globale Konzerne. Wir entwickeln innovative Daten- & KI-Lösungen für alle Unternehmensbereiche und Tätigkeitsfelder. Wir befähigen Menschen auf allen Kompetenzniveaus mit unseren Daten- & KI-Bildungsformaten. Kurz gesagt: Wir unterstützen Unternehmen bei allen Aspekten der digitalen Transformation – seit …,Adzuna::API::Response::Job,50.12595,"{'display_name': 'Fechenheim, Frankfurt am Main', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hessen', 'Frankfurt am Main', 'Fechenheim']}",https://www.adzuna.de/details/5552776965?utm_medium=api&utm_source=a4bcf954,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",0,Senior Consultant Data Science - Fokus NLP (alle Geschlechter),"{'display_name': 'statworx', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-12-23T07:46:36Z,full_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDgwMTExNDg2NyIsInMiOiJXZ2FkT3hFczhSR1NFdDlHRzZ0MjFRIn0.rAmYdV8BI_1rlJxh6-1x_wvTpW7nF6lUXbj6YZSrD9A,,4801114867,In Deutschland - Berlin | Bonn | Köln Du willst Praxiserfahrung in einer internationalen Unternehmensberatung sammeln? Bei uns kannst du dein Interesse an Wirtschaftsthemen mit deinen analytischen Fähigkeiten verbinden! Werde für mindestens 10 Wochen Teil eines außergewöhnlichen Teams. Was uns besonders macht: ein starker Unternehmergeist und jede Menge Gestaltungsfreiheit. Der Advanced Analytics Bereich bei Simon-Kucher konzentriert sich auf die Entwicklung von Best-in-Class-Ansätzen und -Mode…,Adzuna::API::Response::Job,,"{'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland']}",https://www.adzuna.de/details/4801114867?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Beraterstellen', 'tag': 'consultancy-jobs'}",0,Praktikum Associate Consultant Data Science (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'master-TMS'}",2024-07-30T22:37:13Z,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV2dhZE94RXM4UkdTRXQ5R0c2dDIxUSIsImkiOiI1NjYyMzQ4MjQ1In0.CJ3mi87qfptV6toK2EwQ82opu26cJuVfF_mVGERS0xM,13.35662,5662348245,"AI Specialist - Engineering und Data Science (w/m/d) Job-ID: 12652 Standorte: Berlin Karrierelevel: Berufserfahrene, Absolvent:innen Anstellungsart: Festanstellung in Vollzeit Begleite KPMG und unsere Kund:innen bei der KI-Transformation. In Deiner Position bist Du verantwortlich für die operative Exzellenz bei der Entwicklung und Implementierung von KI-Lösungen in Beratungsprojekten durch das AI Center of Excellence (CoE). Deine Rolle ist entscheidend, um unsere KI-Strategie im Unternehmen und…",Adzuna::API::Response::Job,52.5259,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin', 'Moabit'], 'display_name': 'Moabit, Berlin'}",https://www.adzuna.de/details/5662348245?utm_medium=api&utm_source=a4bcf954,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",0,AI Specialist - Engineering und Data Science (w/m/d),"{'display_name': 'KPMG', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-03-12T14:04:10Z,full_time,,,permanent
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY2MjM0ODI0NyIsInMiOiJXZ2FkT3hFczhSR1NFdDlHRzZ0MjFRIn0.UOGxSmFTluVuE7cRDj-AJtrVv3wuIyr_5uBmBNaNsvs,,5662348247,"AI Specialist - Engineering und Data Science (w/m/d) Job-ID: 12652 Standorte: Karrierelevel: Berufserfahrene, Absolvent:innen Anstellungsart: Festanstellung in Vollzeit Begleite KPMG und unsere Kund:innen bei der KI-Transformation. In Deiner Position bist Du verantwortlich für die operative Exzellenz bei der Entwicklung und Implementierung von KI-Lösungen in Beratungsprojekten durch das AI Center of Excellence (CoE). Deine Rolle ist entscheidend, um unsere KI-Strategie im Unternehmen und in Pro…",Adzuna::API::Response::Job,,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland'], 'display_name': 'Deutschland'}",https://www.adzuna.de/details/5662348247?utm_medium=api&utm_source=a4bcf954,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",0,AI Specialist - Engineering und Data Science (w/m/d),"{'display_name': 'KPMG', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-03-12T14:04:11Z,full_time,,,permanent
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY2MjM0ODI0NiIsInMiOiJXZ2FkT3hFczhSR1NFdDlHRzZ0MjFRIn0.mSuIHGXq8Ay3yNwn3lPmp0ZS9VrZ0Efhha3H4maxksw,8.56413,5662348246,"AI Specialist - Engineering und Data Science (w/m/d) Job-ID: 12652 Standorte: Frankfurt Karrierelevel: Berufserfahrene, Absolvent:innen Anstellungsart: Festanstellung in Vollzeit Begleite KPMG und unsere Kund:innen bei der KI-Transformation. In Deiner Position bist Du verantwortlich für die operative Exzellenz bei der Entwicklung und Implementierung von KI-Lösungen in Beratungsprojekten durch das AI Center of Excellence (CoE). Deine Rolle ist entscheidend, um unsere KI-Strategie im Unternehmen …",Adzuna::API::Response::Job,50.05078,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hessen', 'Frankfurt am Main', 'Flughafen'], 'display_name': 'Flughafen, Frankfurt am Main'}",https://www.adzuna.de/details/5662348246?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",0,AI Specialist - Engineering und Data Science (w/m/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'KPMG'}",2026-03-12T14:04:10Z,full_time,,,permanent
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MjQ0MzYxMyIsInMiOiJXZ2FkT3hFczhSR1NFdDlHRzZ0MjFRIn0.wpPc-MlCtXaHJvr9GwaGljgVgxFDt-ItERKV7rzFF5c,10.10558,5682443613,"Enabler für kleinere, leistungsfähigere und energieeffizientere Mikrochips Arbeiten, wo das Morgen entsteht. Rund 80 Prozent aller Mikrochips weltweit werden mit ZEISS Technologien gefertigt. Als Herzstück eines jeden elektronisch gesteuerten Systems sind sie aus unserem Alltag nicht mehr wegzudenken – egal ob im Smartphone, im Smart Home oder in Smart Factories. ZEISS ist Technologieführer im Bereich Halbleiterfertigungs-Equipment. Mit hochpräzisen Lithographie-Optiken, Photomasken-Systemen un…",Adzuna::API::Response::Job,48.78408,"{'display_name': 'Oberkochen, Ostalbkreis', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Ostalbkreis', 'Oberkochen']}",https://www.adzuna.de/details/5682443613?utm_medium=api&utm_source=a4bcf954,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",0,Werkstudent Data Science für die Optik-Fertigung (m/w/x),"{'display_name': 'ZEISS', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-03-29T22:49:53Z,part_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV2dhZE94RXM4UkdTRXQ5R0c2dDIxUSIsImkiOiI1NjcwODUwOTE4In0.2G7RD9SciWxIGenrzU75V2rsXrN9JEbli7JjDenvGlc,6.78075,5670850918,"IU INTERNATIONALE HOCHSCHULE - MyStudium - Weil Lehre nicht nur ein Job ist, sondern ein Statement. Du willst nicht nur lehren, sondern auch etwas bewegen? Dann starte an Deutschlands größter Hochschule und gestalte mit uns die Lehre der Zukunft - in einem Umfeld, das deine beruflichen und persönlichen Bedürfnisse in den Mittelpunkt stellt. Erweitere unsere akademische Welt deutschlandweit als freiberufliche:r Dozent:in auf Honorarbasis im MyStudium mit 18 Unterrichtseinheiten ab dem 01.07.2026…",Adzuna::API::Response::Job,51.21393,"{'display_name': 'Friedrichstadt, Düsseldorf', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf', 'Friedrichstadt']}",https://www.adzuna.de/details/5670850918?utm_medium=api&utm_source=a4bcf954,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",0,"Dozent (Einstieg) Data Science, Psychologie (m/w/d)","{'display_name': 'IU Internationale Hochschule', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-03-18T17:50:33Z,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV2dhZE94RXM4UkdTRXQ5R0c2dDIxUSIsImkiOiI1NDUwMDgzMzQ0In0.y2-CPfHUyG3e_o9ewCc1rIY77QUhzAcE30x0z2VgrvQ,10.88248,5450083344,"Was Dich erwartet Du willst schon während Deines Studiums in die Praxis eintauchen – mit Verantwortung, spannenden Aufgaben und eigenen Projekten? Dann bist Du bei uns genau richtig! Im Rahmen des THA-Programms Work & Study Data Science (B.Sc.) arbeitest Du parallel zu Deinem Studium in unserem Unternehmen und verknüpfst theoretisches Wissen direkt mit realen Anwendungen. Deine Mission: Gemeinsam mit Deinem Team machst Du Deine Analysen zu einem wesentlichen Bestandteil unserer datenbasierten S…",Adzuna::API::Response::Job,48.04792,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'Landsberg am Lech (Kreis)', 'Landsberg am Lech'], 'display_name': 'Landsberg am Lech, Landsberg am Lech (Kreis)'}",https://www.adzuna.de/details/5450083344?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",0,Work and Study Data Science (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'nimax'}",2025-10-16T14:13:03Z,full_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3MDAxMzAwMCIsInMiOiJXZ2FkT3hFczhSR1NFdDlHRzZ0MjFRIn0.DHHgGCNn1-RG0efaaUC4butVFOuO19gBCwjQbQmYJB0,10.30998,5670013000,"Job ID : 3532 | Arbeitszeitmodell : Vollzeit | Vertragsart : Unbefristet | Jobkategorie : IT „Logistics is People Business“ – dieser Leitsatz macht deutlich, dass die Mitarbeitenden für DACHSER der Schlüsselfaktor für den Unternehmenserfolg sind. Gemeinsam verfolgen wir die Mission, die weltweit intelligenteste Kombination und Integration logistischer Netzkompetenzen zu schaffen und so die Logistikbilanz unserer Kunden zu optimieren. Gestalten Sie mit uns die Logistik von morgen. Im Bereich Cor…",Adzuna::API::Response::Job,47.73843,"{'display_name': 'Bühl, Kempten (Allgäu)', 'area': ['Deutschland', 'Bayern', 'Kempten (Allgäu)', 'Bühl'], '__CLASS__': 'Adzuna::API::Response::Location'}",https://www.adzuna.de/details/5670013000?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",0,Consultant (m/w/d) Data Science & Machine Learning,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'DACHSER SE'}",2026-03-17T22:38:29Z,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY0NjY0MDI1MiIsInMiOiJXZ2FkT3hFczhSR1NFdDlHRzZ0MjFRIn0.nFScmoq7WmB0EicUtML6_IagyI-OvTKZ-UXWOtr3qF4,11.555737,5646640252,"Einleitung CHECK24 ist das Vergleichsportal: Wir sind Marktführer und dynamisches Startup in einem. In agilen Teams treffen wir schnelle Entscheidungen und leben flache Hierarchien. Durch den gezielten Einsatz modernster Tools und Technologien sowie State‑of‑the‑Art‑Methoden der KI treiben wir datengetriebene Innovationen voran – immer mit Blick auf den Mehrwert für unsere Kunden. So arbeiten wir täglich in mehr als 50 Produkten daran, die User Experience unserer über 20 Millionen Kunden kontin…",Adzuna::API::Response::Job,48.137418,"{'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'München, München (Kreis)'}",https://www.adzuna.de/details/5646640252?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",0,Werkstudent / Praktikant (m/w/d) Data Science Fußball,"{'display_name': 'CHECK24', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-02-26T22:15:57Z,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV2dhZE94RXM4UkdTRXQ5R0c2dDIxUSIsImkiOiI1MzAxMDc4MTY1In0.oxgLJWuZ8klJLnKpElIk6rYzhhFPmI3Emgsvpiq4MRc,,5301078165,"Wir bei Capgemini Invent glauben, dass unterschiedliche Perspektiven den Wandel vorantreiben. Als innovative Transformationsberater vereinen wir unsere strategischen, kreativen und wissenschaftlichen Fähigkeiten und arbeiten eng mit unseren Kunden zusammen, um zukunftsweisende Lösungen zu entwickeln. Hilf uns dabei, den Wandel voranzutreiben, der auf die Herausforderungen unserer Kunden von heute und morgen zugeschnitten ist. Informiert und validiert durch Wissenschaft und Daten. Verstärkt durc…",Adzuna::API::Response::Job,,"{'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland'}",https://www.adzuna.de/details/5301078165?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Beraterstellen', 'tag': 'consultancy-jobs'}",0,(Associate) Consultant Data Science & AI (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Bewerbung als'}",2025-07-13T22:14:52Z,,,,contract
