adref,company,id,created,category,title,location,__CLASS__,longitude,description,latitude,redirect_url,salary_is_predicted,contract_time,contract_type,salary_max,salary_min
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTM3MzM2NDE0MSIsInMiOiJfRDRuQ0FqMThCR0NRLVhMYmxjSDhRIn0.EGIfvllj2clim7UpwO8KhoE0Xt9mkLLm3dFmOQnqiFs,"{'display_name': 'Lidl Stiftung', '__CLASS__': 'Adzuna::API::Response::Company'}",5373364141,2025-08-29T14:57:18Z,"{'tag': 'logistics-warehouse-jobs', 'label': 'Stellen aus Logistik & Lagerhaltung', '__CLASS__': 'Adzuna::API::Response::Category'}",Duales Studium Wirtschaftsinformatik - Data Science 2026 in Neckarsulm,"{'display_name': 'Deutschland', 'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,,"Deine Aufgaben Duale Power für die digitale Zukunft: Entfalte dein Potential, indem du dir wirtschaftsinformatisches Fachwissen aneignest und gestalte aktiv den Bereich Logistik mit. … konkret heißt das: Dreijähriges duales Studium ab Herbst 2026 mit Wechsel zwischen der dreimonatigen Theoriephase an der DHBW Heilbronn und der Praxisphase bei der Lidl Stiftung Vermittlung von Methoden und Technologien der Informatik sowie Data Analysis, Big Data und Machine Learning an der DHBW im Vordergrund P…",,https://www.adzuna.de/details/5373364141?utm_medium=api&utm_source=a4bcf954,0,full_time,,23400.0,19800.0
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX0Q0bkNBajE4QkdDUS1YTGJsY0g4USIsImkiOiI1NTgwMDY0MzU1In0.SzpchRySoO5zVksL0feBtrDBj0jU6j7jzcpV9ylOOVg,"{'display_name': 'ALH Gruppe', '__CLASS__': 'Adzuna::API::Response::Company'}",5580064355,2026-01-12T02:26:24Z,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",Duales Studium Wirtschaftsinformatik – Application Management (B.Sc.),"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Stuttgart, Baden-Württemberg', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart']}",Adzuna::API::Response::Job,9.187224,"Die ALH Gruppe zählt zu den bedeutenden Versicherungs- und Finanzdienst­leistungsunternehmen in Deutschland. Rund 3.000 Mitarbeiterinnen und Mitarbeiter bilden das Fundament für unseren Erfolg und sorgen täglich für erstklassigen Service, individuelle Beratung und die langfristige Zufriedenheit unserer Kunden. Aufgaben Innovative Technologien vorantreiben und betriebswirtschaftliche Zusammenhänge optimieren – als Absolvent (m/w/d) des Studiengangs Wirtschaftsinformatik (B.Sc.) weißt du wie´s ge…",48.776198,https://www.adzuna.de/land/ad/5580064355?se=_D4nCAj18BGCQ-XLblcH8Q&utm_medium=api&utm_source=a4bcf954&v=9265FB9B4C5D544D5117E0FF4BAF0D315146D015,0,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX0Q0bkNBajE4QkdDUS1YTGJsY0g4USIsImkiOiI1NTkwMzg2MDk1In0.2oruTxy-oQcFKeOCfrGPoDoGTEYJ8yPHobiH2U2Z1eY,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'TKMS ATLAS ELEKTRONIK GmbH'}",5590386095,2026-01-18T14:30:56Z,"{'tag': 'it-jobs', 'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",Abschlussarbeit/Pflichtpraktikum im A-LAB im Bereich: Entwicklung eines intelligenten Superclassifiers für KI-gestützte Systeme (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bremen'], 'display_name': 'Bremen, Deutschland'}",Adzuna::API::Response::Job,8.786477,"TKMS ATLAS ELEKTRONIK ist ein Unternehmen der TKMS Gruppe. Seit Jahrzehnten unterstützen wir Marinen auf der ganzen Welt dabei, die Meere sicherer zu machen. Unseren Kunden bieten wir umfassende Lösungen in Sensorik und Elektronik. Vom Sonar über unbemannte Fahrzeuge und Minenabwehrsystemen bis hin zu Kommunikationsanlagen. Alles aus einer Hand. Bereit mit den Besten zu arbeiten? Werde Teil unseres Teams aus mehr als 8.500 Kolleginnen und Kollegen bei TKMS. Als wachsendes Marineunternehmen biet…",53.10403,https://www.adzuna.de/land/ad/5590386095?se=_D4nCAj18BGCQ-XLblcH8Q&utm_medium=api&utm_source=a4bcf954&v=D68CDDF3027386A74B8188E1570CAE7AFD55D58B,0,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU5MDM4NTIzMiIsInMiOiJfRDRuQ0FqMThCR0NRLVhMYmxjSDhRIn0.SH1jYyhss_2brCbglCpOeNyU_waO7lV2fJ5ndQoDHcc,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'IKK Südwest'}",5590385232,2026-01-18T14:30:24Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",Bachelor of Arts – Duales Studium Wirtschaftsinformatik,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Saarbrücken, Regionalverband Saarbrücken (Kreis)', 'area': ['Deutschland', 'Saarland', 'Regionalverband Saarbrücken (Kreis)', 'Saarbrücken']}",Adzuna::API::Response::Job,7.013165,"Mit mehr als 620.000 Versicherten sind wir eine der größten Krankenkassen in der Region. Wir sind ein innovativer, moderner Krankenversicherer und bieten einen exzellenten Service sowie hervorragende Leistungen. Aktuell beschäftigen wir an 19 Standorten mehr als 1.500 Mitarbeiter*innen, davon etwa 50 Auszubildende und dual Studierende. Aufgaben Studienbeginn: 01.09.2026 Hochschule: ASW Berufsakademie Saarland Studienort: Neunkirchen Beschäftigungsbeginn: 01.08.2026 Arbeitsort: Saarbrücken Dauer…",49.232146,https://www.adzuna.de/land/ad/5590385232?se=_D4nCAj18BGCQ-XLblcH8Q&utm_medium=api&utm_source=a4bcf954&v=3C7EDEF56CD3AA3135A6070233ED345FA793AC2F,0,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU4NjA1MzI2OCIsInMiOiJfRDRuQ0FqMThCR0NRLVhMYmxjSDhRIn0.6jtuJ9LOFCdLFRzrJ24j63rRp01_hZtgWnLDLJ2x30s,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mindrift'}",5586053268,2026-01-15T13:32:00Z,"{'tag': 'other-general-jobs', 'label': 'Sonstige/Allgemeine Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",Freelance Data Science Expert (Python & SQL) / AI Trainer,"{'display_name': 'Hamburg, Deutschland', 'area': ['Deutschland', 'Hamburg'], '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,9.987297,"This opportunity is only for candidates currently residing in the specified country. Your location may affect eligibility and rates. Please submit your resume in English and indicate your level of English proficiency. At Mindrift , innovation meets opportunity. We believe in using the power of collective intelligence to ethically shape the future of AI. What we do The Mindrift platform connects specialists with AI projects from major tech innovators. Our mission is to unlock the potential of Ge…",53.557429,https://www.adzuna.de/details/5586053268?utm_medium=api&utm_source=a4bcf954,0,part_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX0Q0bkNBajE4QkdDUS1YTGJsY0g4USIsImkiOiI1NTg2MDUzMjY5In0.m5Mon43EfZqsf6rtogHva4p9KeslY6JhtAB5hISrB6M,"{'display_name': 'Mindrift', '__CLASS__': 'Adzuna::API::Response::Company'}",5586053269,2026-01-15T13:32:00Z,"{'tag': 'other-general-jobs', 'label': 'Sonstige/Allgemeine Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",Freelance Data Science Expert (Python & SQL) / AI Trainer,"{'display_name': 'München, München (Kreis)', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,,"This opportunity is only for candidates currently residing in the specified country. Your location may affect eligibility and rates. Please submit your resume in English and indicate your level of English proficiency. At Mindrift , innovation meets opportunity. We believe in using the power of collective intelligence to ethically shape the future of AI. What we do The Mindrift platform connects specialists with AI projects from major tech innovators. Our mission is to unlock the potential of Ge…",,https://www.adzuna.de/details/5586053269?utm_medium=api&utm_source=a4bcf954,0,part_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU4NjA1MzI3MSIsInMiOiJfRDRuQ0FqMThCR0NRLVhMYmxjSDhRIn0.RSKP8D2o3SWzCs1x6URCrxBaPYRuXzx7pglafSS6Uvw,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mindrift'}",5586053271,2026-01-15T13:32:00Z,"{'tag': 'other-general-jobs', 'label': 'Sonstige/Allgemeine Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",Freelance Data Science Expert (Python & SQL) / AI Trainer,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Köln, Nordrhein-Westfalen', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Köln']}",Adzuna::API::Response::Job,,"This opportunity is only for candidates currently residing in the specified country. Your location may affect eligibility and rates. Please submit your resume in English and indicate your level of English proficiency. At Mindrift , innovation meets opportunity. We believe in using the power of collective intelligence to ethically shape the future of AI. What we do The Mindrift platform connects specialists with AI projects from major tech innovators. Our mission is to unlock the potential of Ge…",,https://www.adzuna.de/details/5586053271?utm_medium=api&utm_source=a4bcf954,0,part_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX0Q0bkNBajE4QkdDUS1YTGJsY0g4USIsImkiOiI1NTg2MDUzMjY3In0.PfG-nY3PFhp0iYigiqaVZUUaH93XwFlng_ok_NVBuD4,"{'display_name': 'Mindrift', '__CLASS__': 'Adzuna::API::Response::Company'}",5586053267,2026-01-15T13:32:00Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs'}",Freelance Data Science Expert (Python & SQL) / AI Trainer,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin'], 'display_name': 'Berlin, Deutschland'}",Adzuna::API::Response::Job,13.420806,"This opportunity is only for candidates currently residing in the specified country. Your location may affect eligibility and rates. Please submit your resume in English and indicate your level of English proficiency. At Mindrift , innovation meets opportunity. We believe in using the power of collective intelligence to ethically shape the future of AI. What we do The Mindrift platform connects specialists with AI projects from major tech innovators. Our mission is to unlock the potential of Ge…",52.507706,https://www.adzuna.de/details/5586053267?utm_medium=api&utm_source=a4bcf954,0,part_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX0Q0bkNBajE4QkdDUS1YTGJsY0g4USIsImkiOiI1NTg2MDUzMjcwIn0.-uOMSNoEQb9AlQ53MbpEjm1vY4eVBYn_gQh7u5ARQkU,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mindrift'}",5586053270,2026-01-15T13:32:00Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs'}",Freelance Data Science Expert (Python & SQL) / AI Trainer,"{'area': ['Deutschland'], 'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,,"This opportunity is only for candidates currently residing in the specified country. Your location may affect eligibility and rates. Please submit your resume in English and indicate your level of English proficiency. At Mindrift , innovation meets opportunity. We believe in using the power of collective intelligence to ethically shape the future of AI. What we do The Mindrift platform connects specialists with AI projects from major tech innovators. Our mission is to unlock the potential of Ge…",,https://www.adzuna.de/details/5586053270?utm_medium=api&utm_source=a4bcf954,0,part_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX0Q0bkNBajE4QkdDUS1YTGJsY0g4USIsImkiOiI0NTcxMTczODkyIn0.pBG9-1eh1T6veJ5ShOQTNobWJsGpcAD0DVJbIE1l3W8,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Basf France'}",4571173892,2024-02-16T11:00:56Z,"{'tag': 'graduate-jobs', 'label': 'Stellen für Hochschulabsolventen', '__CLASS__': 'Adzuna::API::Response::Category'}",Praktikum Management Consulting im Bereich Data Science / Data Analytics (m/w/d),"{'display_name': 'Mitte, Ludwigshafen am Rhein', 'area': ['Deutschland', 'Rheinland-Pfalz', 'Ludwigshafen am Rhein', 'Mitte'], '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,8.43196,"WILLKOMMEN IM TEAM Wir sind die globale Inhouse Managementberatung der BASF. Unser Schwerpunkt liegt auf strategischen Projekten, mit denen wir wirkungsvoll Veränderungsprozesse vorantreiben. Dabei reicht unser Themenspektrum von Wachstums-, Organisationsentwicklungs- und Effizienzprojekten bis hin zu Akquisitionen und Devestitionen. Wir leben einen starken Teamspirit und fördern aktiv die Karriereentwicklung innerhalb der BASF. AUFGABEN Zum nächstmöglichen Zeitpunkt sind Sie für einen Zeitraum…",49.47766,https://www.adzuna.de/details/4571173892?utm_medium=api&utm_source=a4bcf954,0,,contract,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX0Q0bkNBajE4QkdDUS1YTGJsY0g4USIsImkiOiI1NTQ5NDg5MzMwIn0.P6FOzhc9_cHtRy92PCN6HYWze8gda39Ic_qLPfHnmuY,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Carrier'}",5549489330,2025-12-20T04:22:46Z,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",Duales Studium Data Science und Knstliche Intelligenz B.Sc. 2026 (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland'], 'display_name': 'Deutschland'}",Adzuna::API::Response::Job,,"Starte mit Viessmann Climate Solutions in dein dualesstudium Während des Dualen Studiums im Studiengang Data Science und Künstliche Intelligenz analysierst und interpretierst du große Datenmengen, um daraus wertvolles Wissen zu gewinnen. Du entwickelst intelligente, KI-basierte Anwendungen und optimierst damit Prozesse. Diese Kompetenzen machen dich zu einer gefragten Expertin oder einem gefragten Experten an der Schnittstelle von Technologie und Wirtschaft. Was du lernst  Entwicklung von KI-Mo…",,https://www.adzuna.de/land/ad/5549489330?se=_D4nCAj18BGCQ-XLblcH8Q&utm_medium=api&utm_source=a4bcf954&v=74B1F8E03BB9B37C95BAD5AE4DA3A9274E0C9C0C,0,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX0Q0bkNBajE4QkdDUS1YTGJsY0g4USIsImkiOiI1NTg5MzQxNDcwIn0.3eW_m2JyBeEyq1g8NgnQ9XsxpNZSLO3hBpHnO943qo0,"{'display_name': 'Atruvia AG', '__CLASS__': 'Adzuna::API::Response::Company'}",5589341470,2026-01-17T18:17:02Z,"{'label': 'Sonstige/Allgemeine Stellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'other-general-jobs'}",Duales Studium Data Science & Künstliche Intelligenz B.Sc.,"{'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Karlsruhe'], 'display_name': 'Karlsruhe, Karlsruhe (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,8.412378,Wir sind der Digitalisierungspartner in der genossenschaftlichen FinanzGruppe und vereinen jahrzehntelanges Expertenwissen in Banking und Informationstechnologie. Die speziell auf Banken zugeschnittenen IT-Lösungen und Leistungen reichen vom Rechenzentrumsbetrieb über das Bankverfahren von Atruvia bis hin zur App-Entwicklung. Dabei nutzen wir zukunftsweisende Technologien wie Smart Data und schreiben Prozessoptimierung und Regulatorik groß. Gestalte die Zukunft mit KI – Starte dein Duales Studi…,49.001249,https://www.adzuna.de/details/5589341470?utm_medium=api&utm_source=a4bcf954,0,full_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTE4Mzg2MzYyMCIsInMiOiJfRDRuQ0FqMThCR0NRLVhMYmxjSDhRIn0.LSmvjofkqPqXDfpNt-rlRw3uWsJSZgMvbYGun2VaA98,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Atruvia'}",5183863620,2025-05-06T21:43:49Z,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",Duales Studium Data Science & Künstliche Intelligenz B.Sc.,"{'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)'], 'display_name': 'Karlsruhe (Kreis), Baden-Württemberg', '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,,"Responsibilities Gestalte die Zukunft mit KI – Starte dein Duales Studium im Bereich Data Science & Künstlicher Intelligenz ! Du möchtest mit smarten Lösungen die Welt der Banken-IT revolutionieren? Bei uns lernst du, wie du innovative Data-Science- und KI-Lösungen entwickelst, die unseren Kunden das Leben erleichtern. Gemeinsam gestalten wir die digitale Transformation – nach dem Motto: „Wir machen das Leben leichter mit KI.“ Deine Aufgaben: Entwickle KI-Lösungen: Du unterstützt bei der Entwic…",,https://www.adzuna.de/details/5183863620?utm_medium=api&utm_source=a4bcf954,0,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU0MTIyMzU0OSIsInMiOiJfRDRuQ0FqMThCR0NRLVhMYmxjSDhRIn0.MmbkL--sV1er45zXgl2d-2GK0eO96w4bcmMb055bzCU,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Iveco Group und verbundene Unternehmen'}",5541223549,2025-12-13T20:01:39Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",Werkstudent Data Science für unsere Academy (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Ulm', 'Donaustetten'], 'display_name': 'Donaustetten, Ulm'}",Adzuna::API::Response::Job,9.93259,"Die Iveco Group N.V. (MI: IVG) ist ein weltweit führendes Unternehmen der Automobilbranche, das in den Bereichen Nutz- und Spezialfahrzeuge, Antriebstechnologien und den damit verbundene Finanzdienstleistungen tätig ist. Jede der acht zum Unternehmen gehörende Marke ist in ihrem spezifischen Industriesektor eine treibende Kraft: IVECO, eine wegweisende Nutzfahrzeugmarke, die schwere, mittelschwere und leichte Nutzfahrzeuge entwickelt, herstellt und verkauft; FPT Industrial, ein weltweit führend…",48.32854,https://www.adzuna.de/details/5541223549?utm_medium=api&utm_source=a4bcf954,0,,contract,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU4ODUyODEzMyIsInMiOiJfRDRuQ0FqMThCR0NRLVhMYmxjSDhRIn0.bLP_Eg7-Ye096nOMj6CMcbD4KpKzy1ZRtRHVWD-Ai64,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Atruvia AG'}",5588528133,2026-01-16T22:39:08Z,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",Duales Studium Data Science & Künstliche Intelligenz B.Sc.,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Karlsruhe', 'Innenstadt'], 'display_name': 'Innenstadt, Karlsruhe'}",Adzuna::API::Response::Job,8.38979,Über Atruvia Wir sind der Digitalisierungspartner in der genossenschaftlichen FinanzGruppe und vereinen jahrzehntelanges Expertenwissen in Banking und Informationstechnologie. Die speziell auf Banken zugeschnittenen IT-Lösungen und Leistungen reichen vom Rechenzentrumsbetrieb über das Bankverfahren von Atruvia bis hin zur App-Entwicklung. Dabei nutzen wir zukunftsweisende Technologien wie Smart Data und schreiben Prozessoptimierung und Regulatorik groß. Gestalte die Zukunft mit KI – Starte dein…,49.01336,https://www.adzuna.de/details/5588528133?utm_medium=api&utm_source=a4bcf954,0,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU4MTU1NTUwOCIsInMiOiJfRDRuQ0FqMThCR0NRLVhMYmxjSDhRIn0.ZqmnRewvsxlh67RVHKtMrgzQyAzQPrJRHUbsWx2oRMo,"{'display_name': 'Boehringer Ingelheim', '__CLASS__': 'Adzuna::API::Response::Company'}",5581555508,2026-01-13T03:03:59Z,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",Praktikum - Softwareentwicklung und Data Science fu00fcr R&D in der Biopharma,"{'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Heilbronn', 'Biberach'], 'display_name': 'Biberach, Heilbronn', '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,9.14146,"Die Stelle Du suchst wu00e4hrend Deines Studiums eine spannende Herausforderung in einem international erfolgreichen Unternehmen, das bereits mehrfach als bester Arbeitgeber ausgezeichnet wurde? Du mu00f6chtest Dein erworbenes Wissen in der Praxis anwenden, vertiefen und erweitern? Dann bewirb dich jetzt fu00fcr ein Praktikum in Data Science fu00fcr Medienentwicklung Als weltweit fu00fchrendes Unternehmen fu00fcr die Herstellung von innovativen Arzneimitteln bieten wir Dir bei Boehringer Ingelh…",49.19277,https://www.adzuna.de/details/5581555508?utm_medium=api&utm_source=a4bcf954,0,,contract,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDkzMTMyOTA2NCIsInMiOiJfRDRuQ0FqMThCR0NRLVhMYmxjSDhRIn0.majXSFvXrtkdSoIb1_-z6cjtqGCigSnzugDbFfsB2o8,"{'display_name': 'MTU Maintenance Hannover', '__CLASS__': 'Adzuna::API::Response::Company'}",4931329064,2024-11-08T12:50:26Z,"{'tag': 'manufacturing-jobs', 'label': 'Stellen aus Fertigung', '__CLASS__': 'Adzuna::API::Response::Category'}",Werkstudent Data Science / Digital Maintenance Solutions (all genders),"{'display_name': 'Schulenkamp, Langenhagen', 'area': ['Deutschland', 'Niedersachsen', 'Region Hannover (Kreis)', 'Langenhagen', 'Schulenkamp'], '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,9.70266,"UPLIFT Y OURFUTURE Wir sind über 13.000. An 19 Standorten weltweit. Jedes dritte Flugzeug fliegt mit unserer Technologie. Immer effizienter, leiser, nachhaltiger. Wir gestalten die Zukunft der Luftfahrt. Was wir noch brauchen? Dich. Unser Team in Hannover-Langenhagen sucht Dich: Werkstudent Data Science / Digital Maintenance Solutions (all genders) Du hast Lust mit Daten, Algorithmen und im komplexen Feld der Luftfahrt zu arbeiten? Du willst dich bei der Entwicklung digitaler Produkte für die T…",52.46704,https://www.adzuna.de/details/4931329064?utm_medium=api&utm_source=a4bcf954,0,part_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU3Nzg0NDYxMiIsInMiOiJfRDRuQ0FqMThCR0NRLVhMYmxjSDhRIn0.o8aau01Lr1FcDZTyjXe7cfWoxWxm_fiVwCdDXKHus08,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Boehringer Ingelheim'}",5577844612,2026-01-10T14:48:25Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",Praktikum - Softwareentwicklung und Data Science für R&D in der Biopharma - Inklusiver Job   ,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Biberach an der Riß, Biberach (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Biberach (Kreis)', 'Biberach an der Riß']}",Adzuna::API::Response::Job,9.78975,"Die Stelle Du suchst während Deines Studiums eine spannende Herausforderung in einem international erfolgreichen Unternehmen, das bereits mehrfach als bester Arbeitgeber ausgezeichnet wurde? Du möchtest Dein erworbenes Wissen in der Praxis anwenden, vertiefen und erweitern? Dann bewirb dich jetzt für ein Praktikum in Data Science für Medienentwicklung! Als weltweit führendes Unternehmen für die Herstellung von innovativen Arzneimitteln bieten wir Dir bei Boehringer Ingelheim die Möglichkeit, di…",48.0962,https://www.adzuna.de/land/ad/5577844612?se=_D4nCAj18BGCQ-XLblcH8Q&utm_medium=api&utm_source=a4bcf954&v=E5A8D39258C007801415577064D9C60E6F068FDA,0,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ5NTUyMTMwOSIsInMiOiJfRDRuQ0FqMThCR0NRLVhMYmxjSDhRIn0.9QdlrezNEmRGGZ0iTVSg2KaptO8AySC-BBtbr5FhnUU,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Leadec Management Central Europe BV & Co. KG'}",5495521309,2025-11-14T12:37:53Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}",Procurement Specialist (m/w/d) Data Science & AI,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland'], 'display_name': 'Deutschland'}",Adzuna::API::Response::Job,,"Ihr Aufgabenbereich Verantwortung übernehmen: Leitung und Vorantreiben von Initiativen zur digitalen Transformation mit Schwerpunkt Data Science & AI im Bereich Einkauf Europa, die sich auf die Verbesserung der Beschaffungseffizienz, Kosteneinsparungen sowie das Risiko- und Lieferantenmanagement konzentrieren. Analytisch vorgehen: Analyse und Identifizierung von Digitalisierungspotentialen innerhalb der Einkaufsorganisation sowie deren Prozessen. Aufgaben anpacken: Konzeption, Planung, Koordina…",,https://www.adzuna.de/details/5495521309?utm_medium=api&utm_source=a4bcf954,0,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU3NjExNjU3OCIsInMiOiJfRDRuQ0FqMThCR0NRLVhMYmxjSDhRIn0.IfBHL_frTGXsA81LmTOhqe_2jh_op1S5X_z0f8Qhn9g,"{'display_name': 'DSI Education GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",5576116578,2026-01-09T18:55:56Z,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",Lehrkraft & Mentor (m/w/d) für Data Science und KI,"{'display_name': 'Charlottenburg, Berlin', 'area': ['Deutschland', 'Berlin', 'Charlottenburg'], '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,13.31376,"Wir sind die DSI Education GmbH , gegründet 2019 – ein zertifizierter Bildungsträger mit Fokus auf Data & Künstliche Intelligenz. Mit unserem YouTube-Kanal „Data Science Institute – Fabian Rappert“ erreichen wir über 62.000 Abonnent:innen im deutschsprachigen Raum und gehören zu den führenden Plattformen für Tech-Transformation. Unser Anspruch: Nicht nur Wissen vermitteln, sondern Begeisterung entfachen. Du liebst die Abwechslung zwischen Live-Lehre, kreativem Content und individueller Begleitu…",52.50871,https://www.adzuna.de/details/5576116578?utm_medium=api&utm_source=a4bcf954,0,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX0Q0bkNBajE4QkdDUS1YTGJsY0g4USIsImkiOiI1NTA5MDg4NzQ1In0.57dxCJFQuPicOBY8Z8Tvk4chWNrsQFkmm-LQwia8whw,"{'display_name': 'Leadec', '__CLASS__': 'Adzuna::API::Response::Company'}",5509088745,2025-11-22T17:10:45Z,"{'label': 'Stellen aus Einzelhandel', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'retail-jobs'}",Procurement Specialist (m/w/d) Data Science & AI,"{'area': ['Deutschland'], 'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,,"Ihr Aufgabenbereich Verantwortung ü bernehmen : Leitung und Vorantreiben von Initiativen zur digitalen Transformation mit Schwerpunkt Data Science & AI im Bereich Einkauf Europa, die sich auf die Verbesserung der Beschaffungseffizienz, Kosteneinsparungen sowie das Risiko- und Lieferantenmanagement konzentrieren. Analytisch vorgehen : Analyse und Identifizierung von Digitalisierungspotentialen innerhalb der Einkaufsorganisation sowie deren Prozessen. Aufgaben anpacken: Konzeption, Planung, Koord…",,https://www.adzuna.de/details/5509088745?utm_medium=api&utm_source=a4bcf954,0,,,,
