category,title,salary_is_predicted,created,__CLASS__,adref,redirect_url,id,description,location,company,longitude,latitude,contract_time,salary_max,salary_min,contract_type
"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen'}",Systemadministrator (m/w/d) Linux,0,2025-06-23T08:24:21Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI2MzYwOTEwMyIsInMiOiJ1Q1FaR3dKUThCR2Q3N2ZQSXgxc21BIn0.pV7kOJQYkwGOmZIlY-t8tvDiluy_2qY6j0ci4JQUOAY,https://www.adzuna.de/land/ad/5263609103?se=uCQZGwJQ8BGd77fPIx1smA&utm_medium=api&utm_source=a4bcf954&v=09FED0373A6F598B5194CB57376C10542A410E5A,5263609103,"Vielfalt, Innovation und Leidenschaft – dafür steht index . Als europäischer Marktführer im Bereich Jobmarkt-Analyse und Full-Service-Dienstleister sind wir seit vielen Jahren in der digitalen Wirtschaft erfolgreich vernetzt und bieten Kunden aus Politik, Verwaltung und Wirtschaft ein breites Spektrum: individuelle IT-Lösungen, Employer Branding, Personalmarketing und Research. Unser IT-Team schafft komplexe Lösungen für unterschiedliche Webprodukte und entwickelt intelligente Verfahren zur eff…","{'display_name': 'Berlin, Deutschland', 'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'display_name': 'index Internet und Mediaforschung GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",13.420806,52.507706,,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",Pflichtpraktikum - Data Science/ Data Analytics (Forschung & Entwicklung) - REF85219R,0,2025-06-14T18:51:48Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidUNRWkd3SlE4QkdkNzdmUEl4MXNtQSIsImkiOiI1MjUwNzIzODQ2In0.j5ERW69sLtJ4LhTd9xgG9FUPioMwPeL1UFcfotLCsz4,https://www.adzuna.de/details/5250723846?utm_medium=api&utm_source=a4bcf954,5250723846,"Continental entwickelt wegweisende Technologien und Dienste für die nachhaltige und vernetzte Mobilität der Menschen und ihrer Güter. Das 1871 gegründete Technologieunternehmen bietet sichere, effiziente, intelligente und erschwingliche Lösungen für Fahrzeuge, Maschinen, Verkehr und Transport. Continental erzielte 2024 einen Umsatz von 39,7 Milliarden Euro und beschäftigt aktuell rund 190.000 Mitarbeiterinnen und Mitarbeiter in 55 Ländern und Märkten. Der Unternehmensbereich Tires steht mit sei…","{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Niedersachsen', 'Region Hannover (Kreis)', 'Hannover'], 'display_name': 'Hannover, Region Hannover (Kreis)'}","{'display_name': 'Continental', '__CLASS__': 'Adzuna::API::Response::Company'}",9.742751,52.378818,,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",Pflichtpraktikum - Data Science/ Data Analytics (Forschung & Entwicklung) - REF85219R,0,2025-06-17T01:58:37Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidUNRWkd3SlE4QkdkNzdmUEl4MXNtQSIsImkiOiI1MjUzODU1ODE4In0.tFc39RSAAcMgv7ThHSGKDEEH92fJ1kuUzUuJV0NxxqQ,https://www.adzuna.de/details/5253855818?utm_medium=api&utm_source=a4bcf954,5253855818,"Continental entwickelt wegweisende Technologien und Dienste fu00fcr die nachhaltige und vernetzte Mobilitu00e4t der Menschen und ihrer Gu00fcter. Das 1871 gegru00fcndete Technologieunternehmen bietet sichere, effiziente, intelligente und erschwingliche Lu00f6sungen fu00fcr Fahrzeuge, Maschinen, Verkehr und Transport. Continental erzielte 2024 einen Umsatz von 39,7 Milliarden Euro und beschu00e4ftigt aktuell rund 190.000 Mitarbeiterinnen und Mitarbeiter in 55 Lu00e4ndern und Mu00e4rkten. Der Unt…","{'area': ['Deutschland', 'Niedersachsen', 'Region Hannover (Kreis)', 'Hannover'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hannover, Region Hannover (Kreis)'}","{'display_name': 'Continental', '__CLASS__': 'Adzuna::API::Response::Company'}",9.742751,52.378818,,,,contract
"{'tag': 'pr-advertising-marketing-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus PR, Werbung & Marketing'}",Data Analyst (m/f/d) Marketing Insights,0,2025-05-16T19:29:06Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidUNRWkd3SlE4QkdkNzdmUEl4MXNtQSIsImkiOiI1MjAxOTk0NTA2In0.rJT7ZNCvFd7ZdRAmtTFi3W8EP_S2GjF1-k2kcTmAep0,https://www.adzuna.de/land/ad/5201994506?se=uCQZGwJQ8BGd77fPIx1smA&utm_medium=api&utm_source=a4bcf954&v=ECE88CA3C8266E38B837D16DCEC641F2D1B8F0AA,5201994506,"At The Stepstone Group, we have a simple yet very important mission: The right job for everyone. Using our data, platform, and technology, we create opportunities for jobseekers and companies around the world to find a perfect match in fair and equitable way. With over 20 brands across 30 countries, we strive for fair and unbiased hiring. Join our team of 4,000 employees and be part of reshaping the labour market and becoming the world's leading job platform. Aufgaben Join our team and you'll m…","{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf'], 'display_name': 'Düsseldorf, Nordrhein-Westfalen'}","{'display_name': 'Stepstone GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",6.808387,51.226802,,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'pr-advertising-marketing-jobs', 'label': 'Stellen aus PR, Werbung & Marketing'}",Working Student | Data Analyst - Corporate Audit (m/f/d),0,2025-06-07T08:20:27Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidUNRWkd3SlE4QkdkNzdmUEl4MXNtQSIsImkiOiI1MjM4MTM2MzcxIn0.xf5hqbHZP676PNrllQSVpULS5pPz78KfR-tsG_ouleU,https://www.adzuna.de/land/ad/5238136371?se=uCQZGwJQ8BGd77fPIx1smA&utm_medium=api&utm_source=a4bcf954&v=17F3C5780B44B57CBB29D6A8C106FF516C4C0AE0,5238136371,"TRATON GROUP With its brands Scania, MAN, International, and Volkswagen Truck & Bus, TRATON SE is the parent and holding company of the TRATON GROUP and one of the world's leading commercial vehicle manufacturers. TRATON employs more than 103,000 people and operates 33 production and assembly sites worldwide across 12 locations in North America, Europe, Asia and Latin America. Through our range of trucks, buses, and light-duty commercial vehicles, and together with our partners and customers, w…","{'display_name': 'München, München (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München']}","{'display_name': 'TRATON SE', '__CLASS__': 'Adzuna::API::Response::Company'}",11.555737,48.137418,,,,
"{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",Senior Data Analytics & AI Specialist*,0,2025-06-18T20:35:45Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI1NzAyMTg1MCIsInMiOiJ1Q1FaR3dKUThCR2Q3N2ZQSXgxc21BIn0.xiM9KFUjDAtyOrwScvzi8_u3myRqZhmn5YfYg-fIT1Q,https://www.adzuna.de/land/ad/5257021850?se=uCQZGwJQ8BGd77fPIx1smA&utm_medium=api&utm_source=a4bcf954&v=B3C3B7BBCC1EAFABA09E044CF8D3DB6CD29A9616,5257021850,"„Sinnvoll für Mensch und Erde“ zu handeln ist unsere tägliche Motivation. Nicht nur beim Entwickeln und Verkaufen unserer Alnatura Bio-Produkte - auch in der Art und Weise, wie wir bei Alnatura zusammenarbeiten. Unsere Wertekultur ist auf ganzheitliches Denken, kundenorientiertes Handeln und Selbstverantwortung ausgelegt. Werde ein Teil unserer Alnatura Arbeitsgemeinschaft in unserem IT Bereich. In Vollzeit (40 Std. / Woche) Aufgaben Du entwickelst und setzt Data Analytics & AI-Strategien um, d…","{'display_name': 'Darmstadt, Hessen', 'area': ['Deutschland', 'Hessen', 'Darmstadt'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'display_name': 'Alnatura Produktions- und Handels GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",8.656595,49.877672,,,,
"{'tag': 'consultancy-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Beraterstellen'}",Group Lead (m/f/d) for Quantitative Genetics and Biostatistics,0,2025-06-17T20:17:25Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidUNRWkd3SlE4QkdkNzdmUEl4MXNtQSIsImkiOiI1MjU1MTYzNTM1In0.XKn7JmSSMAF3TWjxpfXyNDfHCnRUM9eusmhnq6Vnh2E,https://www.adzuna.de/land/ad/5255163535?se=uCQZGwJQ8BGd77fPIx1smA&utm_medium=api&utm_source=a4bcf954&v=0E8898A5A93380868138B777BDFA9A8EB0695199,5255163535,"KWS is one of the world's leading plant breeding companies. Nearly 5,000 employees in more than 70 countries generated net sales of around €1.68 billion in the fiscal year 2023/2024. A company with a tradition of family ownership, KWS has operated independently for almost 170 years. It focuses on plant breeding and the production and sale of seed for sugarbeet, corn, cereals, vegetables, oilseed rape and sunflower. KWS uses leading-edge plant breeding methods to continuously improve yield for f…","{'area': ['Deutschland', 'Niedersachsen', 'Northeim (Kreis)', 'Einbeck'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Einbeck, Northeim (Kreis)'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'KWS Group'}",9.86732,51.81648,,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",Data Science Specialist (m/w/d),0,2024-07-30T22:45:58Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDgwMTIyMDc2OCIsInMiOiJ1Q1FaR3dKUThCR2Q3N2ZQSXgxc21BIn0.GnxmWZUqEFg3MRcTxrwq9DT1KEc8X9N95IMQ1MymrPE,https://www.adzuna.de/details/4801220768?utm_medium=api&utm_source=a4bcf954,4801220768,Wir bieten dir Mobiles Arbeiten Flexible Arbeitszeiten und individuelle Arbeitszeit-Modelle Gestaltungsfreiraum und Platz für eigene Ideen Geförderte Weiterbildungen Ein starkes Miteinander und eine familienorientierte Kultur …und vieles mehr Das macht deine Arbeit bei uns spannend Analyse und Erkennen von Kundenbedürfnissen sowie Erarbeitung neuer Konzepte zur Wertschöpfung aus den Daten unserer Kunden unter Berücksichtigung der Governance Du bist das Bindeglied zwischen den Fachleuten (Busine…,"{'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland'}","{'display_name': 'IT-P', '__CLASS__': 'Adzuna::API::Response::Company'}",,,full_time,,,
"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",Data Science Specialist (m/w/d),0,2025-02-28T14:07:24Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTA2NzAyMDc5OCIsInMiOiJ1Q1FaR3dKUThCR2Q3N2ZQSXgxc21BIn0.MvinBvOgsvdX6-OmtqS6EQOGYzf4XEJ3nzBQmWkKI2Q,https://www.adzuna.de/details/5067020798?utm_medium=api&utm_source=a4bcf954,5067020798,Wir bieten dir Mobiles Arbeiten Flexible Arbeitszeiten und individuelle Arbeitszeit-Modelle Gestaltungsfreiraum und Platz für eigene Ideen Geförderte Weiterbildungen Ein starkes Miteinander und eine familienorientierte Kultur …und vieles mehr Das macht deine Arbeit bei uns spannend Analyse und Erkennen von Kundenbedürfnissen sowie Erarbeitung neuer Konzepte zur Wertschöpfung aus den Daten unserer Kunden unter Berücksichtigung der Governance Du bist das Bindeglied zwischen den Fachleuten (Busine…,"{'area': ['Deutschland', 'Niedersachsen', 'Region Hannover (Kreis)', 'Hannover', 'Bult'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Bult, Hannover'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'IT-P GmbH'}",9.77223,52.36489,part_time,,,
"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",Praktikant (m/w/d) Data Science,0,2025-06-16T20:36:19Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI1MzU3OTI1MSIsInMiOiJ1Q1FaR3dKUThCR2Q3N2ZQSXgxc21BIn0.DvXYtiIqwn8korvo5tMHremAWXXMdmlvy3B_Ex2VHBM,https://www.adzuna.de/details/5253579251?utm_medium=api&utm_source=a4bcf954,5253579251,"Für unsere Abteilung Data Science in München suchen wir ab sofort einen Praktikanten (m/w/d) - ab sofort für mindestens 6 Monate. Unsere Teams im Bereich Digital arbeiten kross-funktional, um Innovationen voranzutreiben. Das Human Health Data Science Team entwickelt Analytics-Lösungen, die die Unternehmensstrategie unterstützen, und ist Hauptansprechpartner für alle Fragen rund um quantitative Analysen. Deine Aufgaben Sammeln, Bereinigen und Vorverarbeiten von Daten für weitere Analysen. Durchf…","{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], 'display_name': 'München, München (Kreis)'}","{'display_name': 'MSD Deutschland', '__CLASS__': 'Adzuna::API::Response::Company'}",11.555737,48.137418,,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",Praktikum: Data Science (w/m/d),0,2023-10-05T13:37:27Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDM1MjU5MTkzMiIsInMiOiJ1Q1FaR3dKUThCR2Q3N2ZQSXgxc21BIn0.ia4xvAksDRyKaaOgSAhJb_wItoAj_NCz9zdFzhQKrJQ,https://www.adzuna.de/details/4352591932?utm_medium=api&utm_source=a4bcf954,4352591932,"Deine Aufgaben Praktikum bei HIGHBERG in Hamburg: Bei uns heißt es im Praktikum nicht Kaffeekochen, sondern echte Kundenprojekte von Beginn an, gepaart mit Verantwortung und steiler Lernkurve. Neben einem intensiven Einblick in die Medienbranche erwartet Dich aktive Mitarbeit. Unser Umgang im Team lässt Raum für Deine persönliche Entwicklung. Gerne übernehmen wir Dich nach guter Arbeit auch nach dem Praktikum als Data Scientist und bieten Dir weitere spannende Aufgaben und Aufstiegschancen. Zu …","{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hamburg', 'HafenCity'], 'display_name': 'HafenCity, Hamburg'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Highberg DACH'}",9.99333,53.54167,full_time,,,
"{'tag': 'consultancy-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Beraterstellen'}",Praktikum: Data Science (w/m/d),0,2024-11-08T12:47:42Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidUNRWkd3SlE4QkdkNzdmUEl4MXNtQSIsImkiOiI0OTMxMjkwNjMwIn0.ULl_dbrX-i_UfjIrSGjr-oHj7tggrLh9fDflKEWiX2w,https://www.adzuna.de/details/4931290630?utm_medium=api&utm_source=a4bcf954,4931290630,"Deine Aufgaben Praktikum bei HIGHBERG in Hamburg: Bei uns heißt es im Praktikum nicht Kaffeekochen, sondern echte Kundenprojekte von Beginn an, gepaart mit Verantwortung und steiler Lernkurve. Neben einem intensiven Einblick in die Medienbranche erwartet Dich aktive Mitarbeit. Unser Umgang im Team lässt Raum für Deine persönliche Entwicklung. Gerne übernehmen wir Dich nach guter Arbeit auch nach dem Praktikum als Data Scientist und bieten Dir weitere spannende Aufgaben und Aufstiegschancen. Zu …","{'display_name': 'Hamburg, Deutschland', 'area': ['Deutschland', 'Hamburg'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'display_name': 'Highberg', '__CLASS__': 'Adzuna::API::Response::Company'}",9.987297,53.557429,full_time,,,
"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",Praktikant (m/w/d) Data Science,0,2025-06-08T14:40:07Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidUNRWkd3SlE4QkdkNzdmUEl4MXNtQSIsImkiOiI1MjQwMDcwMDk2In0.7rVZkFQLqNyTAMWyqKjv_vWlajJV1omvscJ2A4dY-Hw,https://www.adzuna.de/details/5240070096?utm_medium=api&utm_source=a4bcf954,5240070096,"Job Description Für unsere Abteilung Data Science in München suchen wir ab sofort einen Praktikanten (m/w/d) – ab sofort für mindestens 6 Monate. Unsere Teams im Bereich Digital arbeiten kross-funktional, um Innovationen voranzutreiben. Das Human Health Data Science Team entwickelt Analytics-Lösungen, die die Unternehmensstrategie unterstützen, und ist Hauptansprechpartner für alle Fragen rund um quantitative Analysen. Deine Aufgaben Sammeln, Bereinigen und Vorverarbeiten von Daten für weitere …","{'display_name': 'Deutschland', 'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'display_name': 'MSD Sharp & Dohme', '__CLASS__': 'Adzuna::API::Response::Company'}",,,full_time,,,
"{'label': 'Stellen für Hochschulabsolventen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'graduate-jobs'}",Data Science und KI (m/w/d),0,2025-06-16T07:20:03Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidUNRWkd3SlE4QkdkNzdmUEl4MXNtQSIsImkiOiI1MjUyNjYzNzExIn0.GDX89XljQARB4i3J1-HAuompXQ8LX8knxTfD7ZDDDhM,https://www.adzuna.de/details/5252663711?utm_medium=api&utm_source=a4bcf954,5252663711,Data Science und KI (m/w/d) B.Sc. - 09599 Freiberg - Arbeitszeit: Vollzeit - Position: Duales Studium - Bildungsgrad Mindestvoraussetzung: Abitur - Beschäftigungsbeginn: 01.10.2025,"{'area': ['Deutschland', 'Sachsen', 'Mittelsachsen (Kreis)', 'Freiberg'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Freiberg, Mittelsachsen (Kreis)'}","{'display_name': 'Siltronic AG, Werk Freiberg', '__CLASS__': 'Adzuna::API::Response::Company'}",13.33722,50.91404,,,,
"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",Werkstudent Data Science (m/w/d),0,2025-06-13T14:36:05Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidUNRWkd3SlE4QkdkNzdmUEl4MXNtQSIsImkiOiI1MjQ4NTQyNzg2In0.D7e1LwQSKUJ8G2VDCP73BeoggeoyepHTpo4vgWp_lw0,https://www.adzuna.de/details/5248542786?utm_medium=api&utm_source=a4bcf954,5248542786,"Das Coole an dem Job? ""Data & AI"" ist eine Dimension, welche die strategische Ausrichtung der Geschäftskreise ""Enterprise Analytics & Sustainability"" und ""Industrial Analytics & IoT"" definiert. Mit modernen analytischen Methoden der Data Science und des maschinellen Lernens lösen beide Kreise konkrete und relevante Kundenprobleme und zeigen neue Horizonte auf. Dabei nehmen wir unsere ethische Verantwortung wahr und tragen zu positiven Veränderungen in unserer Gesellschaft bei. Wir generieren au…","{'display_name': 'Ettlingen, Karlsruhe (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Ettlingen']}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'esentri AG'}",8.40934,48.943,part_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",Lead Data Science/Business Intelligence (gn),0,2022-12-01T16:57:09Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidUNRWkd3SlE4QkdkNzdmUEl4MXNtQSIsImkiOiIzNzM2NTc1MTk4In0.7OeXXJyibhOe06ReSYvPpkvnSKKlbGAOsDPgnZs-_48,https://www.adzuna.de/details/3736575198?utm_medium=api&utm_source=a4bcf954,3736575198,"Einleitung Für eines unserer Partnerunternehmen im Hamburg suchen wir Dichals Lead Data Science/Business Intelligence (gn) Deine Aufgaben In dieser Funktion übernimmst bzw. steuerst Du sämtliche BI- Prozesse Du baust ein Datenteam auf (In-App-Retentionsoptimierung, Kampagnenverteilungsoptimierung) Du erstellst, analysierst und kommunizierst Berichte und Statistiken Du verwandelst wiederkehrende Analysen in KPIs und Dashboard-Ansichten Du analysierst Daten aus verschiedenen Quellen (Redshift, Sp…","{'area': ['Deutschland', 'Hamburg', 'Altona-Altstadt'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Altona-Altstadt, Hamburg'}","{'display_name': 'workidentity GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",9.9477,53.54883,full_time,,,
"{'tag': 'consultancy-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Beraterstellen'}",Consultant Data Science (m/w/d),0,2024-08-02T22:43:15Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidUNRWkd3SlE4QkdkNzdmUEl4MXNtQSIsImkiOiI0ODA3NzkyOTkzIn0.2aB4zBFoLwPmXhTR9Pa2br7YwQRABmAzH21vnfNS5VQ,https://www.adzuna.de/details/4807792993?utm_medium=api&utm_source=a4bcf954,4807792993,"Consultant Data Science (m/w/d) Herzlich willkommen bei ORAYLIS - Gestalte mit uns die Welt der Daten Dein Tag startet mit der Prüfung deines Forecast-Modells, das du gestern mit neuen Einflussfaktoren trainiert hast… Top! Die Genauigkeit konnte noch mal gesteigert werden. Im Stand-Up des Data-Science Teams bringst du deine Kollegen auf den neuesten Stand. Im Anschluss steht ein Workshop mit dem Kunden an: Zusammen habt ihr schon ein funktionierendes Prognosemodell auf die Beine gestellt. Du we…","{'display_name': 'Osterath, Meerbusch', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Rhein-Kreis Neuss', 'Meerbusch', 'Osterath'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'display_name': 'ORAYLIS', '__CLASS__': 'Adzuna::API::Response::Company'}",6.61876,51.26869,full_time,,,
"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",Informatiker - Data Science (m/w/d),0,2025-06-03T18:29:19Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidUNRWkd3SlE4QkdkNzdmUEl4MXNtQSIsImkiOiI1MjMwNzgxNzYyIn0.FNEXNtDsnDc1HOGFOKIe47cMDC4_6Eeah07uKy2j5SE,https://www.adzuna.de/details/5230781762?utm_medium=api&utm_source=a4bcf954,5230781762,"Über Soluvia IT-Services GmbH Die Soluvia IT-Services GmbH ist der zentrale IT-Businesspartner der MVV-Gruppe. Unsere über 190 Mitarbeitenden stellen sich täglich aufs Neue den Herausforderungen der Digitalisierung und leisten so einen wesentlichen Beitrag zu einer stabilen, nachhaltigen Energieversorgung. Als Teil der MVV-Gruppe gehört die Soluvia IT-Services GmbH zu einem der führenden Energieunternehmen Deutschlands, das über 6.600 Mitarbeitende beschäftigt und zuletzt rund 7,2 Milliarden Eu…","{'display_name': 'Innenstadt, Mannheim', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Mannheim', 'Innenstadt']}","{'display_name': 'Soluvia IT-Services GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",8.46027,49.49301,,,,
"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",Data Science Manager (d/m/f),0,2025-05-05T21:27:39Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTE4MjA0OTk0OCIsInMiOiJ1Q1FaR3dKUThCR2Q3N2ZQSXgxc21BIn0.Y03_QZz3c0i13wrBmcqmz_1zUDHy0L_PhX-9NivO4Ck,https://www.adzuna.de/details/5182049948?utm_medium=api&utm_source=a4bcf954,5182049948,"Short Facts Join us on our mission to build Europe’s largest virtual power plant. Flexa is at the forefront of enabling a smart and sustainable energy future. To drive this vision forward, we are looking for an experienced and forward-thinking Data Science Manager (d/f/m) to lead and grow our Data Science team. You will play a key role in shaping our algorithmic strategy, fostering technical excellence, and scaling a high-impact team, all while pushing the boundaries of what’s possible in energ…","{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Maxvorstadt'], 'display_name': 'Maxvorstadt, München'}","{'display_name': 'Flexa', '__CLASS__': 'Adzuna::API::Response::Company'}",11.56803,48.1476,full_time,135000.0,115000.0,
"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",Lead Data Science/Business Intelligence (gn),0,2024-07-30T22:44:26Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidUNRWkd3SlE4QkdkNzdmUEl4MXNtQSIsImkiOiI0ODAxMjEzMTc3In0.qpyZBAMFL_GKWeb3KVaCsVHTqHhda5b7yB9cMPcyJ9I,https://www.adzuna.de/details/4801213177?utm_medium=api&utm_source=a4bcf954,4801213177,"Einleitung Für eines unserer Partnerunternehmen im Hamburg suchen wir Dichals Lead Data Science/Business Intelligence (gn) Deine Aufgaben In dieser Funktion übernimmst bzw. steuerst Du sämtliche BI- Prozesse Du baust ein Datenteam auf (In-App-Retentionsoptimierung, Kampagnenverteilungsoptimierung) Du erstellst, analysierst und kommunizierst Berichte und Statistiken Du verwandelst wiederkehrende Analysen in KPIs und Dashboard-Ansichten Du analysierst Daten aus verschiedenen Quellen (Redshift, Sp…","{'display_name': 'Hamburg, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hamburg']}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'workidentity'}",9.987297,53.557429,full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",Pflichtpraktikum in den Bereichen Wasserstoffcampus und energieorientiertes Data Science,0,2025-06-21T03:57:47Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidUNRWkd3SlE4QkdkNzdmUEl4MXNtQSIsImkiOiI1MjYwODYyNzcwIn0.N0PdIHgv8s0ZUb6oQ3S2HKL4loXjLFSQFZzXfL9TTZ0,https://www.adzuna.de/details/5260862770?utm_medium=api&utm_source=a4bcf954,5260862770,"Pflichtpraktikum in den Bereichen Wasserstoffcampus und energieorientiertes Data Science John-F.-Kennedy-Straße 43-53, 38228 Salzgitter, Deutschland Praktikant/in Robert Bosch Elektronik GmbH Unternehmensbeschreibung Bei Bosch gestalten wir Zukunft mit hochwertigen Technologien und Dienstleistungen, die Begeisterung wecken und das Leben der Menschen verbessern. Unser Versprechen an unsere Mitarbeiterinnen und Mitarbeiter steht dabei felsenfest: Wir wachsen gemeinsam, haben Freude an unserer Arb…","{'area': ['Deutschland', 'Niedersachsen', 'Salzgitter', 'Bruchmachtersen'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Bruchmachtersen, Salzgitter'}","{'display_name': 'Robert Bosch Elektronik GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",10.31683,52.13979,,,,contract
