description,__CLASS__,company,created,redirect_url,adref,location,category,id,title,salary_is_predicted,longitude,latitude,contract_time,contract_type,salary_max,salary_min
"About the job Mit über 40 Jahren Erfahrung ist EVAGO einer der größten Anbieter für Eventinfrastruktur. Unsere operativen Unternehmen „MOJO® Rental“ sind in über 30 Ländern der Welt tätig und sind Spezialisten für alles, was vor und hinter den Bühnen der großen Shows der Welt benötigt wird. EVAGO Digital ist das neu Inhouse-Unit um sämtliche Prozesse zu digitalisieren und das E-Commerce-Business zu skalieren. Wir sind ehrgeizig, haben ambitionierte Ziele und sorgen im Hintergrund dafür, dass wi…",Adzuna::API::Response::Job,"{'display_name': 'EVAGO Digital GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-06-16T08:31:22Z,https://www.adzuna.de/land/ad/5252722660?se=iNZn3dpN8BG_Ctxhj4VHjg&utm_medium=api&utm_source=a4bcf954&v=EB76061F47723860CFFD1C2F3B3FFB51A69514C0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaU5abjNkcE44QkdfQ3R4aGo0VkhqZyIsImkiOiI1MjUyNzIyNjYwIn0.aOKmmjBLl_2cBA6LuElWO9bcwKl6wxNzwdZdFL0XVPs,"{'display_name': 'Fürth, Fürth (Kreis)', 'area': ['Deutschland', 'Bayern', 'Fürth (Kreis)', 'Fürth'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",5252722660,Data Engineer/Scientist/Analyst,0,10.982324,49.493698,,,,
"BADER ist ein Multichannel-Distanzhändler mit über 95-jähriger Geschichte. Familiengeführt in dritter Generation gehört BADER zu den attraktivsten Arbeitgebern der Region. Eine Kultur des Miteinanders sichert den wirtschaftlichen Erfolg in einem Unternehmen mit flachen Hierarchien und kurzen Wegen. BADER wächst und entwickelt sich stetig weiter - deshalb freuen wir uns, wenn auch Du bald unser BADER-Team unterstützt. Hallo, wir sind die Abteilung Data Analytics! Wir bestehen aus fünfzehn Expert…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'BRUNO BADER GmbH + Co. KG'}",2025-06-20T08:10:00Z,https://www.adzuna.de/land/ad/5259456136?se=iNZn3dpN8BG_Ctxhj4VHjg&utm_medium=api&utm_source=a4bcf954&v=5FFBD4680EBF0CB3369FAA3AE6637BE50E201D6E,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI1OTQ1NjEzNiIsInMiOiJpTlpuM2RwTjhCR19DdHhoajRWSGpnIn0.yleyYshKGloWftsVRNQZ3l-h_K3YWbyVwcnB8_Rzh7U,"{'display_name': 'Pforzheim, Baden-Württemberg', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Pforzheim']}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",5259456136,(Senior) Data Software Engineer / Developer (m/w/d),0,8.697363,48.883606,,,,
"Attraktiver Stundenlohn Flexible Einsatzplanung, abhängig von Deinem Studienplan Zugang zum Rabattportal ""Corporate Benefits"" Arbeit in einem hellen und modernen Büro in München Harmonisches und vertrauensvolles Arbeitsklima in einem freundlichen Team Aufgaben Erstellung von monatlichen Reportings relevanter KPIs für interne und externe Stakeholder Content Management: Unterstützung beim Seiten-Relaunch – Aufbau neuer Seiten, kleinere Textaufträge und strukturelles Testing Unterstützung Social M…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'AllDent Zahnzentrum GmbH'}",2025-06-08T08:34:36Z,https://www.adzuna.de/land/ad/5239822115?se=iNZn3dpN8BG_Ctxhj4VHjg&utm_medium=api&utm_source=a4bcf954&v=0D59140CF3BAD8610B8317D47B82F106F3CC6E62,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIzOTgyMjExNSIsInMiOiJpTlpuM2RwTjhCR19DdHhoajRWSGpnIn0.gN5ulz9Jx1_iY-m5T51Qg9qKnH9l-0XLApT5TLc62XE,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], 'display_name': 'München, München (Kreis)'}","{'tag': 'pr-advertising-marketing-jobs', 'label': 'Stellen aus PR, Werbung & Marketing', '__CLASS__': 'Adzuna::API::Response::Category'}",5239822115,Werkstudent:in im Bereich Marketing (m/w/d),0,11.555737,48.137418,,,,
"Die LIRA service GmbH, mit Ihren mittlerweile rund 70 Mitarbeitern, ist exklusiver IT-Dienstleister für die weltweiten Kronospan Standorte. In Sandebeck bzw. in Paderborn findet die Betreuung des hauseigenen ERP Packages mit Kernkomponenten wie Verkaufsabwicklung, Einkaufsprozessen, Produktions-, Lager- und Versandlogistik statt. Dies umfasst Planung, Design, Entwicklung, Test und Betrieb der Software, Support, Datenbankadministration sowie die Netzwerk- und sonstige Informations- und Telekommu…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'LIRA service GmbH'}",2025-06-17T20:37:13Z,https://www.adzuna.de/land/ad/5255328267?se=iNZn3dpN8BG_Ctxhj4VHjg&utm_medium=api&utm_source=a4bcf954&v=70BBB520C5D310C6DA06B60DD15DE622E27D11C1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI1NTMyODI2NyIsInMiOiJpTlpuM2RwTjhCR19DdHhoajRWSGpnIn0.jovSUAMFVQO9AhhQjMoQ6HHOcgHhrEgTw0hTz9PZOMw,"{'display_name': 'Paderborn, Paderborn (Kreis)', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Paderborn (Kreis)', 'Paderborn'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'tag': 'it-jobs', 'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",5255328267,Informatiker für interne KI-Projekte (m/w/d),0,8.753842,51.737096,,,,
"Project description In the rapidly evolving landscape of modern mobility and transport services, a significant challenge lies in seamlessly integrating the elements of automotive OEM infrastructure with diverse services of external partners. Luxoft will develop a Cloud platform to exchange, integrate and process data from and to the vehicle, the Mobileye SDS backend, and the MaaS System. The AWS-based solution will be designed by reviewing and improving the current concept in close cooperation …",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Luxoft Germany'}",2025-05-23T06:35:22Z,https://www.adzuna.de/land/ad/5211909829?se=iNZn3dpN8BG_Ctxhj4VHjg&utm_medium=api&utm_source=a4bcf954&v=F6FC31AF25F6A443DA579C716A5D9B39CC674C89,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIxMTkwOTgyOSIsInMiOiJpTlpuM2RwTjhCR19DdHhoajRWSGpnIn0.ZRewzVxFqdS493RVzWcAAV37vh1iJAd7bh2b5UontvU,"{'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland']}","{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",5211909829,Senior Data Engineer (m/w/d) - with experience Data Modelling and Data Science  AWS,0,,,,,,
"Aufgaben Profil Wir bieten Ort: 50933 Köln | Vertragsart: Vollzeit, unbefristet | Job-ID: 829295 Was wir zusammen vorhaben: Als Geschäftsbereich Analytics der REWE Group sind wir Teil des Vorstandsressorts Digital & Technology, mit dem wir alle strategischen, analytischen und geschäftsunterstützenden Funktionen innerhalb von Handel Deutschland unter einem Dach zusammenführen. Der Geschäftsbereich verfolgt das Ziel, Advanced Analytics sowie Artificial Intelligence als Fähigkeit und Werttreiber i…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'REWE Group'}",2025-03-18T23:56:35Z,https://www.adzuna.de/land/ad/5099803948?se=iNZn3dpN8BG_Ctxhj4VHjg&utm_medium=api&utm_source=a4bcf954&v=E315CACD4AF23BC36F987AC96F5093E050A3A018,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTA5OTgwMzk0OCIsInMiOiJpTlpuM2RwTjhCR19DdHhoajRWSGpnIn0.Ynb22a1twbIK2lbp-9j4hd4mVZIK3YFjmGTScJsJ9f4,"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Köln'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Köln, Nordrhein-Westfalen'}","{'label': 'Stellen aus Wissenschaft & Qualitätssicherung', 'tag': 'scientific-qa-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",5099803948,(Senior) Data Scientist Analytics (m/w/d),0,6.969972,50.940164,,,,
"Die Öffentliche Versicherung Braunschweig blickt auf über 270 Jahre Unternehmensgeschichte zurück. Sie ist Marktführer in ihrem Geschäftsgebiet, welches das gesamte ehemalige Braunschweiger Land umfasst. In rund 130 Geschäftsstellen werden in einem der dichtesten Filialnetze Deutschlands circa 350.000 Kunden betreut – und damit nahezu jeder zweite Einwohner der Region. Eine Verantwortung, die bei der Öffentlichen sehr ernst genommen wird: als verlässlicher regionaler Partner, der nah dran ist a…",Adzuna::API::Response::Job,"{'display_name': 'Öffentliche Sachversicherung Braunschweig', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-06-05T20:09:58Z,https://www.adzuna.de/land/ad/5234827924?se=iNZn3dpN8BG_Ctxhj4VHjg&utm_medium=api&utm_source=a4bcf954&v=76F8AA0E6017EBFA684C76705E754F55343AAEAD,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaU5abjNkcE44QkdfQ3R4aGo0VkhqZyIsImkiOiI1MjM0ODI3OTI0In0.fu79__Iekh5cr3WtIYo5FKXs52nfHQvL69XSUTLqpYA,"{'area': ['Deutschland', 'Niedersachsen', 'Braunschweig'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Braunschweig, Niedersachsen'}","{'label': 'Beraterstellen', 'tag': 'consultancy-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",5234827924,Abteilungsleitung (m/w/d) Vertriebscontrolling und -steuerung,0,10.517347,52.263026,,,,
"Job Description We are on the lookout for a Senior Manager, Data Science & Insights to join the People & Culture team shaping the future of data-driven decision-making at Delivery Hero. You will play a crucial role in enabling our stakeholders to achieve business objectives by bridging the gap between data and actionable insights. You will shape our data strategy, build strong stakeholder relationships, and drive analytics excellence. You will lead a team of up to 7 fostering a culture of excel…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Delivery Hero'}",2025-06-20T01:42:33Z,https://www.adzuna.de/details/5258995565?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaU5abjNkcE44QkdfQ3R4aGo0VkhqZyIsImkiOiI1MjU4OTk1NTY1In0.ewV4G_9xMJnFAkVIF2mCjO1BlTKTPkNgRZ6hRYSI0t0,"{'display_name': 'Berlin, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin']}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}",5258995565,"Senior Manager, Data Science & Insights",0,13.420806,52.507706,,,,
"Software Engineer (gn) Data Science Du suchst einen neuen Job? Dann bist Du hier genau richtig! Wir suchen einen&nbsp; Software Engineer (gn) für den Standort Jena . Kernaufgaben der Stelle: Erstellung von Software für Medizinprodukte mit Fokus auf molekularbiologische Tests, Software für Prüfaufbauten zur Herstellung und Wartung sowie Entwicklung von Medizinprodukten. Unser Angebot: Eine fest kalkulierbare Entlohnung&nbsp; Unbefristeter Arbeitsvertrag Weihnachts- und Urlaubsgeld Schnelle und r…",Adzuna::API::Response::Job,"{'display_name': 'Manpower', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-05-23T00:13:06Z,https://www.adzuna.de/details/5211608584?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIxMTYwODU4NCIsInMiOiJpTlpuM2RwTjhCR19DdHhoajRWSGpnIn0.SW_vU6M2TOvZfhZrrKWZwJlYtFCu0ONAJ6dUuS8JOgE,"{'area': ['Deutschland', 'Thüringen', 'Jena'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Jena, Thüringen'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",5211608584,Software Engineer (gn) Data Science,0,11.589469,50.923007,,,,
"UPLIFTYOURFUTURE Wir sind über 13.000. An 19 Standorten weltweit. Jedes dritte Flugzeug fliegt mit unserer Technologie. Immer effizienter, leiser, nachhaltiger. Wir gestalten die Zukunft der Luftfahrt. Was wir noch brauchen? Dich. Unser Team sucht Dich: Werkstudent Data Science / Data Engineering (all genders) in München Kennziffer – WS MUC MCID Bei der Instandhaltung von Flugzeugtriebwerken entstehen eine Vielzahl verschiedenster Daten. Erst wenn diese Informationen aufbereitet, geprüft und zu…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'MTU Aero Engines AG'}",2025-04-13T08:27:59Z,https://www.adzuna.de/details/5143047914?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTE0MzA0NzkxNCIsInMiOiJpTlpuM2RwTjhCR19DdHhoajRWSGpnIn0.ttsa5G5YJBy0apbnH0ocnhyWbBTpZcAjC75PmapmEDo,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], 'display_name': 'München, München (Kreis)'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",5143047914,Werkstudent Data Science / Data Engineering (all genders),0,11.555737,48.137418,part_time,contract,,
"UPLIFT Y OURFUTURE Wir sind über 13.000. An 19 Standorten weltweit. Jedes dritte Flugzeug fliegt mit unserer Technologie. Immer effizienter, leiser, nachhaltiger. Wir gestalten die Zukunft der Luftfahrt. Was wir noch brauchen? Dich. Unser Team in München sucht Dich: Werkstudent Data Science / Data Engineering (all genders) Bei der Instandhaltung von Flugzeugtriebwerken entstehen eine Vielzahl verschiedenster Daten. Erst wenn diese Informationen aufbereitet, geprüft und zusammengeführt sind, kön…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'MTU Aero Engines AG'}",2025-04-16T21:50:01Z,https://www.adzuna.de/details/5148236983?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTE0ODIzNjk4MyIsInMiOiJpTlpuM2RwTjhCR19DdHhoajRWSGpnIn0.IUGZttGar6gSMiINyR3HaeHelMrIn0IE94S8FAh0ucM,"{'display_name': 'Allach-Untermenzing, München', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Allach-Untermenzing'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'manufacturing-jobs', 'label': 'Stellen aus Fertigung'}",5148236983,Werkstudent Data Science / Data Engineering (all genders),0,11.44811,48.18449,part_time,,,
"Die Paradatec GmbH ist Experte für Künstliche Intelligenz (KI). Mit viel Erfahrung entwickeln wir KI basierte Lösungen. Wir sind ein international führender Softwareanbieter für intelligente Dokumentenanalyse mit Sitz in Braunschweig und den USA. Mit unseren IT-Experten gestalten wir die Digitalisierung für die Finanz-, Versicherungs- und Gesundheitsbranche sowie für die deutsche Justiz. Unser Erfolg basiert auf exzellenter Projektkompetenz, kombiniert mit intelligenter Software. Zur Verstärkun…",Adzuna::API::Response::Job,"{'display_name': 'Paradatec Gesellschaft für parallele Datentechnik mbH', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-06-20T08:09:39Z,https://www.adzuna.de/land/ad/5259455164?se=iNZn3dpN8BG_Ctxhj4VHjg&utm_medium=api&utm_source=a4bcf954&v=AF95A9E0C118B5249442BC8E406823274F61D0E1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaU5abjNkcE44QkdfQ3R4aGo0VkhqZyIsImkiOiI1MjU5NDU1MTY0In0.G1aweGYpqpYqWncFEmc9RLw9WTuZtm8gpeCK_fJnqS8,"{'area': ['Deutschland', 'Niedersachsen', 'Braunschweig'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Braunschweig, Niedersachsen'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}",5259455164,Technical Consultant (m/w/d) Dokumenten-KI & Erkennungssysteme,0,10.517347,52.263026,,,,
"Die N-ERGIE Aktiengesellschaft, Nürnberg, zählt zu den großen kommunalen Energieversorgern in Deutschland. Sie ist dem Gemeinwohl verpflichtet und macht sich mit rund 2.600 Mitarbeitenden für Klimaschutz und eine regionale Energiewende stark. Große Teile Mittelfrankens und angrenzende Regierungsbezirke versorgt sie mit Strom und Erdgas sowie die Stadt Nürnberg zusätzlich mit Wasser und Fernwärme. Stadtwerke und Industriekund*innen beliefert sie deutschlandweit. Aufgaben Als Gruppenleiter*in Con…",Adzuna::API::Response::Job,"{'display_name': 'N-ERGIE Aktiengesellschaft', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-06-05T20:37:34Z,https://www.adzuna.de/land/ad/5235060210?se=iNZn3dpN8BG_Ctxhj4VHjg&utm_medium=api&utm_source=a4bcf954&v=B9C5CF1C85910BB1E6EF4F6F71B0566B726294A6,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaU5abjNkcE44QkdfQ3R4aGo0VkhqZyIsImkiOiI1MjM1MDYwMjEwIn0.E-ReONiPBOjF_4_rtA3iM5v7jC110v8K-dTCpAi6S9s,"{'display_name': 'Nürnberg, Bayern', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'Nürnberg']}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Vertriebsstellen', 'tag': 'sales-jobs'}",5235060210,Gruppenleiter Controlling und Vertriebssteuerung (m/w/d),0,11.083642,49.443967,,,,
"Gemeinsam in die Zukunft Die VEREINIGTE HAGEL ist eine starke Gemeinschaft mit vielen Vorteilen – und das seit fast 200 Jahren. Als führender Spezialversicherer im Pflanzenbau bieten wir unseren Mitgliedern europaweit innovative Versicherungslösungen zur nachhaltigen Absicherung von Ertragsverlusten durch Wettergefahren in den Bereichen Landwirtschaft, Wein-, Obst- und Gemüsebau. Aufgaben Du sichtest und baust die Datenarchitektur auf und analysierst die bestehende Datenlandschaft Du baust die …",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Vereinigte Hagelversicherung VVaG'}",2025-06-17T20:37:17Z,https://www.adzuna.de/land/ad/5255328482?se=iNZn3dpN8BG_Ctxhj4VHjg&utm_medium=api&utm_source=a4bcf954&v=296D8634967C02E8D0A24C7EEA01A09BFDBBED7E,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI1NTMyODQ4MiIsInMiOiJpTlpuM2RwTjhCR19DdHhoajRWSGpnIn0.nwtnG73czzSe-wMOCVKx5mPSY6a2SkkVIMeY3lTjZ5Q,"{'display_name': 'Gießen, Gießen (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hessen', 'Gießen (Kreis)', 'Gießen']}","{'tag': 'other-general-jobs', 'label': 'Sonstige/Allgemeine Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",5255328482,Data Architekt - ETL / SQL / Azure / Python (m/w/d),0,8.679778,50.583286,,,,
"IQVIA TM – The Human Data Science Company TM – ist ein führender, globaler Anbieter von zukunftsweisender Analytik, Technologielösungen und klinischer Auftragsforschung. IQVIA unterstützt Life-Science-Unternehmen, Verbände, Institutionen, Kostenträger und weitere Akteure im Gesundheitswesen darin, bessere Ergebnisse in der Gesundheitsversorgung zu erzielen. Werden Sie Teil unserer Community  von rund 90.000 Mitarbeiterinnen und Mitarbeitern in über 100 Ländern, die sich dafür einsetzen, das Pot…",Adzuna::API::Response::Job,"{'display_name': 'IQVIA Commercial GmbH & Co. OHG', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-05-10T19:24:50Z,https://www.adzuna.de/land/ad/5192418810?se=iNZn3dpN8BG_Ctxhj4VHjg&utm_medium=api&utm_source=a4bcf954&v=A4D1E088502A5846497AAB1797F2A7DF135E0440,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTE5MjQxODgxMCIsInMiOiJpTlpuM2RwTjhCR19DdHhoajRWSGpnIn0.nyd3gG0TZa1zRPbR1QOpKhfp1WS8egUoa2Vv9x4-rMI,"{'area': ['Deutschland', 'Hessen', 'Frankfurt am Main'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Frankfurt am Main, Hessen'}","{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",5192418810,Financial Analyst (m/w/d) Planning & Analysis,0,8.650578,50.129683,,,,
"Die Schwarz IT KG ist als zentraler IT-Dienstleister für Auswahl, Bereitstellung und Betrieb sowie Weiterentwicklung von IT-Infrastrukturen, IT-Plattformen und Business-Anwendungen zuständig. Damit erbringt die Schwarz IT sowohl für Kaufland und Lidl als auch für die Schwarz Dienstleistung KG IT-Dienstleistungen. Um die Fachbereiche durch IT-Lösungen optimal bei deren Geschäftsprozessen zu unterstützen, nimmt die Schwarz IT Anforderungen der Fachbereiche in Beratungsgesprächen auf und erarbeite…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Schwarz IT'}",2025-05-23T07:38:25Z,https://www.adzuna.de/land/ad/5211970180?se=iNZn3dpN8BG_Ctxhj4VHjg&utm_medium=api&utm_source=a4bcf954&v=7183FE471A11646F8C3BAFAB512C650E5F8DE822,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaU5abjNkcE44QkdfQ3R4aGo0VkhqZyIsImkiOiI1MjExOTcwMTgwIn0.LRYdWMrPHLhW_JYQjZbR03him-ICfrI3Iw4DmSH_Xa0,"{'display_name': 'Heilbronn, Heilbronn (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Heilbronn']}","{'label': 'Stellen aus PR, Werbung & Marketing', 'tag': 'pr-advertising-marketing-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",5211970180,(Junior-) AI Product Owner - Pricing (m/w/d),0,9.209895,49.142335,,,,
"Bei uns stehst du im Vordergrund und ein ganzes Team hinter dir. Respekt, Wertschätzung und Unterstützung in unseren Teams sind neben unseren Kunden das Wichtigste für Getränke Hoffmann. Als führender Getränkefacheinzelhändler begeistern wir unsere Kunden in ganz Deutschland mit einer umfangreichen Sortimentsauswahl von 11.400 Artikeln und einem Einkaufserlebnis mit regionalem Bezug. Wir treiben innovative Themen voran, um den Einkauf noch nachhaltiger und besonders zu gestalten und ermöglichen…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Getränke Hoffmann GmbH'}",2025-05-31T07:51:11Z,https://www.adzuna.de/land/ad/5224416297?se=iNZn3dpN8BG_Ctxhj4VHjg&utm_medium=api&utm_source=a4bcf954&v=2E2F3E95E9BB78CAE86A2C1E783B599F3B00EE35,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaU5abjNkcE44QkdfQ3R4aGo0VkhqZyIsImkiOiI1MjI0NDE2Mjk3In0.uHCVZtgft-e5ZSZA23A3oiHRN4hv7bHEaPcTUJU3Vn0,"{'display_name': 'Deutschland', 'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs'}",5224416297,Data Allrounder Fokus GH App (m/w/d),0,,,,,,
"Meyerthole Siems Kohlruss (MSK) ist eine aktuarielle Beratungsgesellschaft mit Sitz in Köln und seit 1998 im deutschsprachigen Raum für Schaden- und Unfallversicherer tätig. Unsere Schwerpunkte liegen auf abwechslungsreichen Aufgaben aus den Bereichen Data Science, Telematik, Pricing, Naturgefahren, Bilanzbewertung, Rückversicherung und Solvency II. Zu unseren Mandaten zählen mehr als 100 Versicherer und Rückversicherer sowie InsurTechs. Kreativität und Teamarbeit haben einen hohen Stellenwert …",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Meyerthole Siems Kohlruss Ges. für aktuarielle Beratung mbH'}",2025-06-03T21:40:24Z,https://www.adzuna.de/land/ad/5231302707?se=iNZn3dpN8BG_Ctxhj4VHjg&utm_medium=api&utm_source=a4bcf954&v=3638F5F74A96B58C21612E0C3579B653FFAD3A9E,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaU5abjNkcE44QkdfQ3R4aGo0VkhqZyIsImkiOiI1MjMxMzAyNzA3In0.d4WZ8X-P8DDcjZh8mhtUH_CGA5oPE6yizrFNhkPyd88,"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Köln'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Köln, Nordrhein-Westfalen'}","{'label': 'Beraterstellen', 'tag': 'consultancy-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",5231302707,Datenexperte aktuarielles Data Management (d/m/w),0,6.969972,50.940164,,,,
"IQVIA TM – The Human Data Science Company TM – ist ein führender, globaler Anbieter von zukunftsweisender Analytik, Technologielösungen und klinischer Auftragsforschung. IQVIA unterstützt Life-Science-Unternehmen, Verbände, Institutionen, Kostenträger und weitere Akteure im Gesundheitswesen darin, bessere Ergebnisse in der Gesundheitsversorgung zu erzielen. Werde Teil unserer Community  von rund 90.000 Mitarbeiterinnen und Mitarbeitern in über 100 Ländern, die sich dafür einsetzen, das Potenzia…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'IQVIA Commercial GmbH & Co. OHG'}",2025-06-17T20:34:12Z,https://www.adzuna.de/land/ad/5255324937?se=iNZn3dpN8BG_Ctxhj4VHjg&utm_medium=api&utm_source=a4bcf954&v=D1203C6EAC73BD4E4A9E58222F30CA700757667D,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaU5abjNkcE44QkdfQ3R4aGo0VkhqZyIsImkiOiI1MjU1MzI0OTM3In0.FrvHzQNPYLUUnwqlUxEbn2QdPSKawd0x2ZuOGcsrVvw,"{'area': ['Deutschland', 'Hessen', 'Frankfurt am Main'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Frankfurt am Main, Hessen'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Verwaltungsstellen', 'tag': 'admin-jobs'}",5255324937,Office Management im Sales-Sekretariat (m/w/d),0,8.650578,50.129683,,,,
