category,redirect_url,title,__CLASS__,longitude,adref,salary_is_predicted,location,id,created,company,description,latitude,contract_time,contract_type,salary_max,salary_min
"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",https://www.adzuna.de/details/5730452495?utm_medium=api&utm_source=a4bcf954,Senior Consultant Data Science (m/w/d),Adzuna::API::Response::Job,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUGhPd01xbFM4UkdwNUxSQ2JUYTc5ZyIsImkiOiI1NzMwNDUyNDk1In0.TR0HpqNro4BTpcgvKeialG9tCEkCkXwtlv1fAFZRR58,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], 'display_name': 'München, München (Kreis)'}",5730452495,2026-05-15T18:25:48Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Simon-Kucher & Partners'}","Senior Consultant Data Science (m/w/d) In Deutschland - Berlin| Bonn | Frankfurt/Main | Hamburg | Köln | München Du bistbereit, deine persönliche Entwicklung in den Bereichen Data Science, Analyticsund KI zu fördern? Unser Data Science Team hilft Unternehmen, fundierteEntscheidungen zu treffen und ihr Wachstum voranzutreiben, indem wir Rohdatenin umsetzbare Erkenntnisse verwandeln. WerdePionier der digitalen Transformation und unterstütze uns als (Senior)Consultant – Data Science. Mehr von uns …",,,,,
"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",https://www.adzuna.de/details/5496087653?utm_medium=api&utm_source=a4bcf954,Senior Consultant Data Science (m/w/d),Adzuna::API::Response::Job,9.987297,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ5NjA4NzY1MyIsInMiOiJQaE93TXFsUzhSR3A1TFJDYlRhNzlnIn0.jgYRzOi5ogbqNn0TmilTR7Gqq26vOUNHbH7IfXBGdWA,0,"{'display_name': 'Hamburg, Deutschland', 'area': ['Deutschland', 'Hamburg'], '__CLASS__': 'Adzuna::API::Response::Location'}",5496087653,2025-11-14T15:13:33Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Simon-Kucher & Partners'}","Senior Consultant Data Science (m/w/d) In Deutschland - Berlin| Bonn | Frankfurt/Main | Hamburg | Köln | München Du bistbereit, deine persönliche Entwicklung in den Bereichen Data Science, Analyticsund KI zu fördern? Unser Data Science Team hilft Unternehmen, fundierteEntscheidungen zu treffen und ihr Wachstum voranzutreiben, indem wir Rohdatenin umsetzbare Erkenntnisse verwandeln. WerdePionier der digitalen Transformation und unterstütze uns als (Senior)Consultant – Data Science. Mehr von uns …",53.557429,,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",https://www.adzuna.de/details/5496087677?utm_medium=api&utm_source=a4bcf954,Senior Consultant Data Science (m/w/d),Adzuna::API::Response::Job,7.112412,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUGhPd01xbFM4UkdwNUxSQ2JUYTc5ZyIsImkiOiI1NDk2MDg3Njc3In0.NEzMyaV2Oxcl76Ni3oUPj4KP6vxJE6wfnaCTyeFZ5Tw,0,"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Bonn'], 'display_name': 'Bonn, Nordrhein-Westfalen', '__CLASS__': 'Adzuna::API::Response::Location'}",5496087677,2025-11-14T15:13:33Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Simon-Kucher & Partners'}","Senior Consultant Data Science (m/w/d) In Deutschland - Berlin| Bonn | Frankfurt/Main | Hamburg | Köln | München Du bistbereit, deine persönliche Entwicklung in den Bereichen Data Science, Analyticsund KI zu fördern? Unser Data Science Team hilft Unternehmen, fundierteEntscheidungen zu treffen und ihr Wachstum voranzutreiben, indem wir Rohdatenin umsetzbare Erkenntnisse verwandeln. WerdePionier der digitalen Transformation und unterstütze uns als (Senior)Consultant – Data Science. Mehr von uns …",50.71942,,,,
"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",https://www.adzuna.de/details/5725355257?utm_medium=api&utm_source=a4bcf954,Werkstudent – Energiehandel & Data Science (m/w/d),Adzuna::API::Response::Job,10.29968,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUGhPd01xbFM4UkdwNUxSQ2JUYTc5ZyIsImkiOiI1NzI1MzU1MjU3In0.OVY9Nmgu2RD41zyUQwjXetldzEYzEMsiYBb3A3bPzZg,0,"{'area': ['Deutschland', 'Bayern', 'Kempten (Allgäu)', 'Bühl'], 'display_name': 'Bühl, Kempten (Allgäu)', '__CLASS__': 'Adzuna::API::Response::Location'}",5725355257,2026-05-10T22:47:08Z,"{'display_name': 'AÜW', '__CLASS__': 'Adzuna::API::Response::Company'}","Beschreibung Wir suchen dich als Werkstudent (m/w/d) für unser Team Energiehandel in den Bereichen Energiehandel und Data Science . An der Schnittstelle zwischen Daten, Energiehandel und Produktentwicklung unterstützt du dabei, Informationen aus unterschiedlichen Quellen aufzubereiten und nutzbar zu machen. Du hilfst, Prozesse zu automatisieren und damit die Grundlage für Analysen und neue Produkte zu schaffen. Gleichzeitig erhältst du Einblicke in den Energiehandel und kannst dein Wissen in de…",47.71169,,,,
"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",https://www.adzuna.de/details/5724814866?utm_medium=api&utm_source=a4bcf954,Werkstudent – Energiehandel & Data Science (m/w/d),Adzuna::API::Response::Job,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNDgxNDg2NiIsInMiOiJQaE93TXFsUzhSR3A1TFJDYlRhNzlnIn0.euUI98kJR0_TYFAfPYD5LxLdfPdVSywmRT_XmQ202xY,0,"{'display_name': 'Deutschland', 'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location'}",5724814866,2026-05-10T05:04:12Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'AÜW - Allgäuer Überlandwerk GmbH'}","Wir suchen dich als Werkstudent (m/w/d) für unser Team Energiehandel in den Bereichen Energiehandel und Data Science . An der Schnittstelle zwischen Daten, Energiehandel und Produktentwicklung unterstützt du dabei, Informationen aus unterschiedlichen Quellen aufzubereiten und nutzbar zu machen. Du hilfst, Prozesse zu automatisieren und damit die Grundlage für Analysen und neue Produkte zu schaffen. Gleichzeitig erhältst du Einblicke in den Energiehandel und kannst dein Wissen in den Bereichen D…",,,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",https://www.adzuna.de/details/5658915029?utm_medium=api&utm_source=a4bcf954,Chemiker mit Data-Science-Fokus (w/m/d),Adzuna::API::Response::Job,11.03474,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUGhPd01xbFM4UkdwNUxSQ2JUYTc5ZyIsImkiOiI1NjU4OTE1MDI5In0.owAs1lZBg-aURGdImz89mIszYjx44p_7EKKS2yFLqTc,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Windach, Landsberg am Lech (Kreis)', 'area': ['Deutschland', 'Bayern', 'Landsberg am Lech (Kreis)', 'Windach']}",5658915029,2026-03-09T00:55:48Z,"{'display_name': 'DELO', '__CLASS__': 'Adzuna::API::Response::Company'}","Your Tasks: Sie gestalten aktiv Data-Science-Projekte mit und nutzen dabei den Freiraum, eigene Ideen einzubringen und Lösungen selbst zu gestalten. Hierbei sind Sie für die Konzeption, Entwicklung, Implementierung und fortlaufende Optimierung datengetriebener Modelle zuständig, die von Ihren Kollegen in der chemischen Klebstoffentwicklung genutzt werden. Zudem sind Sie für die Aufbereitung der benötigten Eingangsdaten verantwortlich. Ihr chemisches Verständnis hilft Ihnen wichtige Zusammenhäng…",48.06703,full_time,,,
"{'tag': 'consultancy-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Beraterstellen'}",https://www.adzuna.de/details/5192887633?utm_medium=api&utm_source=a4bcf954,Senior Consultant Data Science (m/w/d),Adzuna::API::Response::Job,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTE5Mjg4NzYzMyIsInMiOiJQaE93TXFsUzhSR3A1TFJDYlRhNzlnIn0._hgaSE6ToZ6XdGr6ZB-w9czP8O-pMvqkNd8LA-eiATM,0,"{'display_name': 'Deutschland', 'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location'}",5192887633,2025-05-10T21:53:49Z,"{'display_name': 'master-TMS', '__CLASS__': 'Adzuna::API::Response::Company'}","In Deutschland - Berlin | Bonn | Frankfurt/Main | Hamburg | Köln | München Du bist bereit, deine persönliche Entwicklung in den Bereichen Data Science, Analytics und KI zu fördern? Unser Data Science Team hilft Unternehmen, fundierte Entscheidungen zu treffen und ihr Wachstum voranzutreiben, indem wir Rohdaten in umsetzbare Erkenntnisse verwandeln. Werde Pionier der digitalen Transformation und unterstütze uns als (Senior) Consultant – Data Science. Mehr von uns für dich: Steile Lernkurve: werd…",,,contract,,
"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",https://www.adzuna.de/details/5646141832?utm_medium=api&utm_source=a4bcf954,Duales Studium Wirtschaftsinformatik / Data Science (B. Sc.),Adzuna::API::Response::Job,9.187224,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUGhPd01xbFM4UkdwNUxSQ2JUYTc5ZyIsImkiOiI1NjQ2MTQxODMyIn0.EsfhZU6akZiyMg1BSpJ4uca_irBjpNJtEPPElVA6DIA,0,"{'display_name': 'Stuttgart, Baden-Württemberg', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart'], '__CLASS__': 'Adzuna::API::Response::Location'}",5646141832,2026-02-26T13:04:40Z,"{'display_name': 'Netze BW GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","Vernetze mit uns die Welt von morgen. Du hast Lust, deine Tatkraft bei uns einzubringen und dadurch deine eigene Zukunft und die aller Menschen sicherer und lebenswerter zu machen? Wir freuen uns darauf, dich dabei tatkräftig zu unterstützen – und gemeinsam mit dir neue und zuverlässige Verbindungen für die Energieversorgung von morgen zu schaffen. Du@Netze BW Du denkst gerne analytisch und gleichzeitig kreativ? IT macht dir am meisten Spaß, wenn du mit ihr innovative Lösungen mit praktischem M…",48.776198,,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",https://www.adzuna.de/details/5716599796?utm_medium=api&utm_source=a4bcf954,Senior Scientist Data Science (f/m/d),Adzuna::API::Response::Job,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUGhPd01xbFM4UkdwNUxSQ2JUYTc5ZyIsImkiOiI1NzE2NTk5Nzk2In0.6U0SnXSRB4C-YHKoMF_tr4TRm7W8cuQqKQkFMAdPE44,0,"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Köln'], 'display_name': 'Köln, Nordrhein-Westfalen', '__CLASS__': 'Adzuna::API::Response::Location'}",5716599796,2026-05-02T05:54:39Z,"{'display_name': 'Danaher Corporation', '__CLASS__': 'Adzuna::API::Response::Company'}","Bring more to life. Are you ready to accelerate your potential and make a real difference within life sciences, diagnostics and biotechnology? At Cytiva, one of Danaheru2019s (https://danaher.com/our-businesses) 15 operating companies, our work saves livesu2014and weu2019re all united by a shared commitment to innovate for tangible impact. Youu2019ll thrive in a culture of belonging where you and your unique viewpoint matter. And by harnessing Danaheru2019s system of continuous improvement, you…",,,,,
"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",https://www.adzuna.de/details/5714827113?utm_medium=api&utm_source=a4bcf954,Senior Scientist Data Science (f/m/d),Adzuna::API::Response::Job,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUGhPd01xbFM4UkdwNUxSQ2JUYTc5ZyIsImkiOiI1NzE0ODI3MTEzIn0.Iwa1A9rKehmybtJDptZcUtFOGjMUn55aYnQhWRyaO6Q,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland', 'area': ['Deutschland']}",5714827113,2026-04-30T22:53:38Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Danaher'}","Bring more to life. Are you ready to accelerate your potential and make a real difference within life sciences, diagnostics and biotechnology? At Cytiva, one of Danaher’s 15 operating companies, our work saves lives—and we’re all united by a shared commitment to innovate for tangible impact. You’ll thrive in a culture of belonging where you and your unique viewpoint matter. And by harnessing Danaher’s system of continuous improvement, you help turn ideas into impact – innovating at the speed of…",,full_time,,,
"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",https://www.adzuna.de/details/5715363188?utm_medium=api&utm_source=a4bcf954,Senior Scientist Data Science (f/m/d),Adzuna::API::Response::Job,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNTM2MzE4OCIsInMiOiJQaE93TXFsUzhSR3A1TFJDYlRhNzlnIn0.3HKt3eUHDw1MHTl0W4kfvXmQ9yunguJHykmsmxU6yts,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Köln'], 'display_name': 'Köln, Nordrhein-Westfalen'}",5715363188,2026-05-01T07:10:10Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Danaher Corporation'}","Bring more to life. Are you ready to accelerate your potential and make a real difference within life sciences, diagnostics and biotechnology? At Cytiva, one of Danaher's (https://danaher.com/our-businesses) 15 operating companies, our work saves lives-and we're all united by a shared commitment to innovate for tangible impact. You'll thrive in a culture of belonging where you and your unique viewpoint matter. And by harnessing Danaher's system of continuous improvement, you help turn ideas int…",,,,,
"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",https://www.adzuna.de/details/5576691104?utm_medium=api&utm_source=a4bcf954,Senior Consultant Data Science (w/m/d),Adzuna::API::Response::Job,8.26743,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUGhPd01xbFM4UkdwNUxSQ2JUYTc5ZyIsImkiOiI1NTc2NjkxMTA0In0.YiF7kKsTbhy0jISw9-8q8HPeo7FD130yhSuP74Bz3P8,0,"{'area': ['Deutschland', 'Rheinland-Pfalz', 'Mainz', 'Oberstadt'], 'display_name': 'Oberstadt, Mainz', '__CLASS__': 'Adzuna::API::Response::Location'}",5576691104,2026-01-09T20:36:10Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'KPMG'}","Senior Consultant Data Science (w/m/d) Job-ID: 12025 Standorte: Mainz Karrierelevel: Berufserfahrene Anstellungsart: Festanstellung in Vollzeit Als Senior Consultant Data Science (w/m/d) wirst du Teil eines dynamischen Teams von Data-Experts, die innovative und datengesteuerte Lösungen für unsere Kunden entwickeln. Dabei arbeitest du eng mit erfahrenen Data Scientists zusammen und hast die Möglichkeit, an verschiedenen Projekten und Herausforderungen mitzuwirken. Deine Aufgaben Du bereitest kom…",49.99512,full_time,permanent,,
"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",https://www.adzuna.de/details/5649069980?utm_medium=api&utm_source=a4bcf954,Senior Consultant Data Science (w/m/d),Adzuna::API::Response::Job,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY0OTA2OTk4MCIsInMiOiJQaE93TXFsUzhSR3A1TFJDYlRhNzlnIn0.ORifl6shharMiZmZdWcPHJOMvWKCi3Q8bvVNov3FcbM,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland', 'area': ['Deutschland']}",5649069980,2026-02-28T22:07:27Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'KPMG'}","Senior Consultant Data Science (w/m/d) Job-ID: 12025 Standorte: Karrierelevel: Berufserfahrene Anstellungsart: Festanstellung in Vollzeit Als Senior Consultant Data Science (w/m/d) wirst du Teil eines dynamischen Teams von Data-Experts, die innovative und datengesteuerte Lösungen für unsere Kunden entwickeln. Dabei arbeitest du eng mit erfahrenen Data Scientists zusammen und hast die Möglichkeit, an verschiedenen Projekten und Herausforderungen mitzuwirken. Deine Aufgaben Du bereitest komplexe …",,full_time,permanent,,
"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",https://www.adzuna.de/details/5497413060?utm_medium=api&utm_source=a4bcf954,Senior Consultant Data Science (w/m/d),Adzuna::API::Response::Job,8.45882,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ5NzQxMzA2MCIsInMiOiJQaE93TXFsUzhSR3A1TFJDYlRhNzlnIn0.Hec8xTakP5v-Ek4Z5N4tlcfoc3vaApo04yFllxtMfZ0,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hagsfeld, Karlsruhe', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Karlsruhe', 'Hagsfeld']}",5497413060,2025-11-15T17:50:12Z,"{'display_name': 'KPMG', '__CLASS__': 'Adzuna::API::Response::Company'}","Senior Consultant Data Science (w/m/d) Job-ID: 12025 Standorte: Karlsruhe Karrierelevel: Berufserfahrene Anstellungsart: Festanstellung in Vollzeit Als Senior Consultant Data Science (w/m/d) wirst du Teil eines dynamischen Teams von Data-Experts, die innovative und datengesteuerte Lösungen für unsere Kunden entwickeln. Dabei arbeitest du eng mit erfahrenen Data Scientists zusammen und hast die Möglichkeit, an verschiedenen Projekten und Herausforderungen mitzuwirken. Deine Aufgaben Du bereitest…",49.03084,full_time,permanent,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",https://www.adzuna.de/details/5499293823?utm_medium=api&utm_source=a4bcf954,Senior Consultant Data Science (w/m/d),Adzuna::API::Response::Job,9.18071,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUGhPd01xbFM4UkdwNUxSQ2JUYTc5ZyIsImkiOiI1NDk5MjkzODIzIn0.9iSS-hU6PVDcwymQBPsKheXpjricg58WHvBDDnSA5SI,0,"{'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart', 'Mitte'], 'display_name': 'Mitte, Stuttgart', '__CLASS__': 'Adzuna::API::Response::Location'}",5499293823,2025-11-16T17:40:51Z,"{'display_name': 'KPMG', '__CLASS__': 'Adzuna::API::Response::Company'}","Senior Consultant Data Science (w/m/d) Job-ID: 12025 Standorte: Stuttgart Karrierelevel: Berufserfahrene Anstellungsart: Festanstellung in Vollzeit Als Senior Consultant Data Science (w/m/d) wirst du Teil eines dynamischen Teams von Data-Experts, die innovative und datengesteuerte Lösungen für unsere Kunden entwickeln. Dabei arbeitest du eng mit erfahrenen Data Scientists zusammen und hast die Möglichkeit, an verschiedenen Projekten und Herausforderungen mitzuwirken. Deine Aufgaben Du bereitest…",48.77713,full_time,permanent,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",https://www.adzuna.de/details/5556631065?utm_medium=api&utm_source=a4bcf954,Senior Consultant Data Science (w/m/d),Adzuna::API::Response::Job,6.96191,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUGhPd01xbFM4UkdwNUxSQ2JUYTc5ZyIsImkiOiI1NTU2NjMxMDY1In0.ltwQce1sy6TXucc1kN5vXjJk5FxG2hEfB-VeWyXrX2Q,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Malstatt, Saarbrücken', 'area': ['Deutschland', 'Saarland', 'Regionalverband Saarbrücken (Kreis)', 'Saarbrücken', 'Malstatt']}",5556631065,2025-12-26T20:20:06Z,"{'display_name': 'KPMG', '__CLASS__': 'Adzuna::API::Response::Company'}","Senior Consultant Data Science (w/m/d) Job-ID: 12025 Standorte: Saarbrücken Karrierelevel: Berufserfahrene Anstellungsart: Festanstellung in Vollzeit Als Senior Consultant Data Science (w/m/d) wirst du Teil eines dynamischen Teams von Data-Experts, die innovative und datengesteuerte Lösungen für unsere Kunden entwickeln. Dabei arbeitest du eng mit erfahrenen Data Scientists zusammen und hast die Möglichkeit, an verschiedenen Projekten und Herausforderungen mitzuwirken. Deine Aufgaben Du bereite…",49.253,full_time,permanent,,
"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",https://www.adzuna.de/details/5557619037?utm_medium=api&utm_source=a4bcf954,Senior Consultant Data Science (w/m/d),Adzuna::API::Response::Job,8.29909,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOXFxQk5LbFM4Ukd0LWFlNE1WVjFkZyIsImkiOiI1NTU3NjE5MDM3In0.pdTylED_4JLLta73EeDpsXlzPzZN48PJSWt8S_l6arM,0,"{'display_name': 'Mitte, Ulm', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Ulm', 'Mitte']}",5557619037,2025-12-27T20:36:20Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'KPMG'}","Senior Consultant Data Science (w/m/d) Job-ID: 12025 Standorte: Ulm Karrierelevel: Berufserfahrene Anstellungsart: Festanstellung in Vollzeit Als Senior Consultant Data Science (w/m/d) wirst du Teil eines dynamischen Teams von Data-Experts, die innovative und datengesteuerte Lösungen für unsere Kunden entwickeln. Dabei arbeitest du eng mit erfahrenen Data Scientists zusammen und hast die Möglichkeit, an verschiedenen Projekten und Herausforderungen mitzuwirken. Deine Aufgaben Du bereitest kompl…",48.36497,full_time,permanent,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",https://www.adzuna.de/details/5557619022?utm_medium=api&utm_source=a4bcf954,Senior Consultant Data Science (w/m/d),Adzuna::API::Response::Job,8.56413,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU1NzYxOTAyMiIsInMiOiI5cXFCTktsUzhSR3QtYWU0TVZWMWRnIn0.IyNbPr7AD7A7EdGqRo8AGXUAWfp89syzgQ9_mLZopjk,0,"{'area': ['Deutschland', 'Hessen', 'Frankfurt am Main', 'Flughafen'], 'display_name': 'Flughafen, Frankfurt am Main', '__CLASS__': 'Adzuna::API::Response::Location'}",5557619022,2025-12-27T20:36:20Z,"{'display_name': 'KPMG', '__CLASS__': 'Adzuna::API::Response::Company'}","Senior Consultant Data Science (w/m/d) Job-ID: 12025 Standorte: Frankfurt Karrierelevel: Berufserfahrene Anstellungsart: Festanstellung in Vollzeit Als Senior Consultant Data Science (w/m/d) wirst du Teil eines dynamischen Teams von Data-Experts, die innovative und datengesteuerte Lösungen für unsere Kunden entwickeln. Dabei arbeitest du eng mit erfahrenen Data Scientists zusammen und hast die Möglichkeit, an verschiedenen Projekten und Herausforderungen mitzuwirken. Deine Aufgaben Du bereitest…",50.05078,full_time,permanent,,
"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",https://www.adzuna.de/details/5557619041?utm_medium=api&utm_source=a4bcf954,Senior Consultant Data Science (w/m/d),Adzuna::API::Response::Job,13.35662,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU1NzYxOTA0MSIsInMiOiI5cXFCTktsUzhSR3QtYWU0TVZWMWRnIn0.OaxRUZb1YsWUngqcfogMwhVPPweMue9yrMrZP7M5FTM,0,"{'area': ['Deutschland', 'Berlin', 'Moabit'], 'display_name': 'Moabit, Berlin', '__CLASS__': 'Adzuna::API::Response::Location'}",5557619041,2025-12-27T20:36:20Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'KPMG'}","Senior Consultant Data Science (w/m/d) Job-ID: 12025 Standorte: Berlin Karrierelevel: Berufserfahrene Anstellungsart: Festanstellung in Vollzeit Als Senior Consultant Data Science (w/m/d) wirst du Teil eines dynamischen Teams von Data-Experts, die innovative und datengesteuerte Lösungen für unsere Kunden entwickeln. Dabei arbeitest du eng mit erfahrenen Data Scientists zusammen und hast die Möglichkeit, an verschiedenen Projekten und Herausforderungen mitzuwirken. Deine Aufgaben Du bereitest ko…",52.5259,full_time,permanent,,
"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",https://www.adzuna.de/details/5557619033?utm_medium=api&utm_source=a4bcf954,Senior Consultant Data Science (w/m/d),Adzuna::API::Response::Job,8.50014,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOXFxQk5LbFM4Ukd0LWFlNE1WVjFkZyIsImkiOiI1NTU3NjE5MDMzIn0.B4b99iYOJrmm64ruh--6-9oepvUf2VsVJ0_701BICw8,0,"{'area': ['Deutschland', 'Baden-Württemberg', 'Mannheim', 'Neuostheim'], 'display_name': 'Neuostheim, Mannheim', '__CLASS__': 'Adzuna::API::Response::Location'}",5557619033,2025-12-27T20:36:20Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'KPMG'}","Senior Consultant Data Science (w/m/d) Job-ID: 12025 Standorte: Mannheim Karrierelevel: Berufserfahrene Anstellungsart: Festanstellung in Vollzeit Als Senior Consultant Data Science (w/m/d) wirst du Teil eines dynamischen Teams von Data-Experts, die innovative und datengesteuerte Lösungen für unsere Kunden entwickeln. Dabei arbeitest du eng mit erfahrenen Data Scientists zusammen und hast die Möglichkeit, an verschiedenen Projekten und Herausforderungen mitzuwirken. Deine Aufgaben Du bereitest …",49.46856,full_time,permanent,,
"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",https://www.adzuna.de/details/5662362411?utm_medium=api&utm_source=a4bcf954,Duales Studium (DHBW) Data Science und Knstliche Intelligenz,Adzuna::API::Response::Job,9.667396,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOXFxQk5LbFM4Ukd0LWFlNE1WVjFkZyIsImkiOiI1NjYyMzYyNDExIn0.fW7pdndMopj588TXniljU4L_-1atjYuAn15K-LY-fiE,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Ravensburg (Kreis), Baden-Württemberg', 'area': ['Deutschland', 'Baden-Württemberg', 'Ravensburg (Kreis)']}",5662362411,2026-03-12T14:26:06Z,"{'display_name': 'EBZ SE', '__CLASS__': 'Adzuna::API::Response::Company'}","Dieser Studiengang bereitet Dich darauf vor, den digitalen Wandel in Unternehmen voranzutreiben und aktiv mitzugestalten. Dazu werden Grundlagen der Informatik und der Wirtschaftsinformatik mit Kerninhalten der Data Science kombiniert. Themen wie Cloud Computing, Big Data, Visual Analytics und AI spielen hier eine große Rolle. Du lernst den Umgang und die Interpretation von großen Datenmengen, deren Darstellung, und das Training von AI-Modellen. Deine Ideen und Projekte kannst du dabei direkt i…",47.839602,,,,
