description,id,redirect_url,company,location,longitude,latitude,title,__CLASS__,created,category,adref,salary_is_predicted,contract_time,contract_type,salary_min,salary_max
"Senior Consultant Data Science (w/m/d) Job-Nr: 12025 Standorte: Mannheim Karrierelevel: Berufserfahrene Anstellungsart: Festanstellung Als Senior Consultant Data Science (w/m/d) wirst du Teil eines dynamischen Teams von Data-Experts, die innovative und datengesteuerte Lösungen für unsere Kunden entwickeln. Dabei arbeitest du eng mit erfahrenen Data Scientists zusammen und hast die Möglichkeit, an verschiedenen Projekten und Herausforderungen mitzuwirken. Deine Aufgaben Du bereitest komplexe Dat…",5496063593,https://www.adzuna.de/details/5496063593?utm_medium=api&utm_source=a4bcf954,"{'display_name': 'KPMG', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Neuostheim, Mannheim', 'area': ['Deutschland', 'Baden-Württemberg', 'Mannheim', 'Neuostheim']}",8.50014,49.46856,Senior Consultant Data Science (w/m/d),Adzuna::API::Response::Job,2025-11-14T14:41:56Z,"{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ5NjA2MzU5MyIsInMiOiJxT0FFWkFiVThCRzJ2SmRSejZHUGZnIn0.OfkMZk2igxyGd0ZTjGqxYumAfNpEKlTv_5mKCRua2LY,0,,permanent,,
"Senior Consultant Data Science (w/m/d) Job-Nr: 12025 Standorte: Mainz Karrierelevel: Berufserfahrene Anstellungsart: Festanstellung Als Senior Consultant Data Science (w/m/d) wirst du Teil eines dynamischen Teams von Data-Experts, die innovative und datengesteuerte Lösungen für unsere Kunden entwickeln. Dabei arbeitest du eng mit erfahrenen Data Scientists zusammen und hast die Möglichkeit, an verschiedenen Projekten und Herausforderungen mitzuwirken. Deine Aufgaben Du bereitest komplexe Daten …",5496063592,https://www.adzuna.de/details/5496063592?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'KPMG'}","{'display_name': 'Oberstadt, Mainz', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Rheinland-Pfalz', 'Mainz', 'Oberstadt']}",8.26743,49.99512,Senior Consultant Data Science (w/m/d),Adzuna::API::Response::Job,2025-11-14T14:41:56Z,"{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ5NjA2MzU5MiIsInMiOiJxT0FFWkFiVThCRzJ2SmRSejZHUGZnIn0.-yXqL7pbeJRX8FZmg_PtrkGNfjKZW4a0J8HL_NEcY5w,0,,permanent,,
"Senior Consultant Data Science (w/m/d) Job-Nr: 12025 Standorte: Berlin Karrierelevel: Berufserfahrene Anstellungsart: Festanstellung Als Senior Consultant Data Science (w/m/d) wirst du Teil eines dynamischen Teams von Data-Experts, die innovative und datengesteuerte Lösungen für unsere Kunden entwickeln. Dabei arbeitest du eng mit erfahrenen Data Scientists zusammen und hast die Möglichkeit, an verschiedenen Projekten und Herausforderungen mitzuwirken. Deine Aufgaben Du bereitest komplexe Daten…",5496063596,https://www.adzuna.de/details/5496063596?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'KPMG'}","{'area': ['Deutschland', 'Berlin', 'Moabit'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Moabit, Berlin'}",13.35662,52.5259,Senior Consultant Data Science (w/m/d),Adzuna::API::Response::Job,2025-11-14T14:41:56Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT-Stellen'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ5NjA2MzU5NiIsInMiOiJxT0FFWkFiVThCRzJ2SmRSejZHUGZnIn0.slw2z2p9teW2aYtNeIloqXGs-RfUe-YF-v2Ya4uyQ3o,0,,permanent,,
"Senior Consultant Data Science (w/m/d) Job-Nr: 12025 Standorte: Karrierelevel: Berufserfahrene Anstellungsart: Festanstellung Als Senior Consultant Data Science (w/m/d) wirst du Teil eines dynamischen Teams von Data-Experts, die innovative und datengesteuerte Lösungen für unsere Kunden entwickeln. Dabei arbeitest du eng mit erfahrenen Data Scientists zusammen und hast die Möglichkeit, an verschiedenen Projekten und Herausforderungen mitzuwirken. Deine Aufgaben Du bereitest komplexe Daten auf, m…",5496063597,https://www.adzuna.de/details/5496063597?utm_medium=api&utm_source=a4bcf954,"{'display_name': 'KPMG', '__CLASS__': 'Adzuna::API::Response::Company'}","{'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland']}",,,Senior Consultant Data Science (w/m/d),Adzuna::API::Response::Job,2025-11-14T14:41:56Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoicU9BRVpBYlU4QkcydkpkUno2R1BmZyIsImkiOiI1NDk2MDYzNTk3In0.oeeaIZh4H7u2leuNCIPx6fgOEso4hemj3PoaLvrwxlQ,0,,permanent,,
"Senior Consultant Data Science (w/m/d) Job-Nr: 12025 Standorte: Frankfurt Karrierelevel: Berufserfahrene Anstellungsart: Festanstellung Als Senior Consultant Data Science (w/m/d) wirst du Teil eines dynamischen Teams von Data-Experts, die innovative und datengesteuerte Lösungen für unsere Kunden entwickeln. Dabei arbeitest du eng mit erfahrenen Data Scientists zusammen und hast die Möglichkeit, an verschiedenen Projekten und Herausforderungen mitzuwirken. Deine Aufgaben Du bereitest komplexe Da…",5496063591,https://www.adzuna.de/details/5496063591?utm_medium=api&utm_source=a4bcf954,"{'display_name': 'KPMG', '__CLASS__': 'Adzuna::API::Response::Company'}","{'display_name': 'Flughafen, Frankfurt am Main', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hessen', 'Frankfurt am Main', 'Flughafen']}",8.56413,50.05078,Senior Consultant Data Science (w/m/d),Adzuna::API::Response::Job,2025-11-14T14:41:56Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT-Stellen'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoicU9BRVpBYlU4QkcydkpkUno2R1BmZyIsImkiOiI1NDk2MDYzNTkxIn0.7AlR7P9FCZ9GwrHZQC19X03FSjkFilJnORyUg1eBv8Y,0,,permanent,,
"Senior Consultant Data Science (w/m/d) Job-Nr: 12025 Standorte: Saarbrücken Karrierelevel: Berufserfahrene Anstellungsart: Festanstellung Als Senior Consultant Data Science (w/m/d) wirst du Teil eines dynamischen Teams von Data-Experts, die innovative und datengesteuerte Lösungen für unsere Kunden entwickeln. Dabei arbeitest du eng mit erfahrenen Data Scientists zusammen und hast die Möglichkeit, an verschiedenen Projekten und Herausforderungen mitzuwirken. Deine Aufgaben Du bereitest komplexe …",5496063595,https://www.adzuna.de/details/5496063595?utm_medium=api&utm_source=a4bcf954,"{'display_name': 'KPMG', '__CLASS__': 'Adzuna::API::Response::Company'}","{'display_name': 'Malstatt, Saarbrücken', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Saarland', 'Regionalverband Saarbrücken (Kreis)', 'Saarbrücken', 'Malstatt']}",6.96191,49.253,Senior Consultant Data Science (w/m/d),Adzuna::API::Response::Job,2025-11-14T14:41:56Z,"{'tag': 'it-jobs', 'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoicU9BRVpBYlU4QkcydkpkUno2R1BmZyIsImkiOiI1NDk2MDYzNTk1In0.vCABBfgkb7z36Rk0frjWJiY5-iDH8wPuDfjGi24RkMo,0,,permanent,,
"Senior Consultant Data Science (w/m/d) Job-Nr: 12025 Standorte: Ulm Karrierelevel: Berufserfahrene Anstellungsart: Festanstellung Als Senior Consultant Data Science (w/m/d) wirst du Teil eines dynamischen Teams von Data-Experts, die innovative und datengesteuerte Lösungen für unsere Kunden entwickeln. Dabei arbeitest du eng mit erfahrenen Data Scientists zusammen und hast die Möglichkeit, an verschiedenen Projekten und Herausforderungen mitzuwirken. Deine Aufgaben Du bereitest komplexe Daten au…",5496063594,https://www.adzuna.de/details/5496063594?utm_medium=api&utm_source=a4bcf954,"{'display_name': 'KPMG', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Mitte, Ulm', 'area': ['Deutschland', 'Baden-Württemberg', 'Ulm', 'Mitte']}",8.29909,48.36497,Senior Consultant Data Science (w/m/d),Adzuna::API::Response::Job,2025-11-14T14:41:56Z,"{'tag': 'it-jobs', 'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoicU9BRVpBYlU4QkcydkpkUno2R1BmZyIsImkiOiI1NDk2MDYzNTk0In0.HF-LBbfE0oWtpEAHYmEHli0n8jrP3Kem-nwUQ5ZmqjM,0,,permanent,,
"TL;DR Join GlassDollar as a Data Science / Analytics Intern (f/m/x) and learn how to understand user value and ship tools that actually get used. From scraping real-time market data to building dashboards—you’ll work hands-on with our venture and marketing teams to drive better decisions, faster. What we´re looking for Solid Python skills You’re confident in writing clean scripts and automating data flows. Analytical thinking You can connect dots, question data, and extract what actually matter…",5397924988,https://www.adzuna.de/details/5397924988?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'GlassDollar'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Prenzlauer Berg, Berlin', 'area': ['Deutschland', 'Berlin', 'Prenzlauer Berg']}",13.42321,52.55114,Data Science / Analytics intern (m/f/d),Adzuna::API::Response::Job,2025-09-13T23:39:07Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'pr-advertising-marketing-jobs', 'label': 'Stellen aus PR, Werbung & Marketing'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoicU9BRVpBYlU4QkcydkpkUno2R1BmZyIsImkiOiI1Mzk3OTI0OTg4In0.CBi19pOOCPcav6LFJt0sgCw-S2L_j7JUIHXinsUqMoI,0,part_time,,,
"UPLIFT Y OURFUTURE Wir sind über 13.000. An 19 Standorten weltweit. Jedes dritte Flugzeug fliegt mit unserer Technologie. Immer effizienter, leiser, nachhaltiger. Wir gestalten die Zukunft der Luftfahrt. Was wir noch brauchen? Dich. Unser Team in Hannover-Langenhagen sucht Dich: Werkstudent Data Science - Business Analytics (all genders) STARKE AUFGABEN Mitarbeit bei der Entwicklung und Umsetzung von abteilungsinternen und -übergreifenden Projekten Unterstützung bei der Dokumentation von Abläuf…",4931314072,https://www.adzuna.de/details/4931314072?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'MTU Maintenance Hannover'}","{'area': ['Deutschland', 'Niedersachsen', 'Region Hannover (Kreis)', 'Langenhagen', 'Schulenkamp'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Schulenkamp, Langenhagen'}",9.70266,52.46704,Werkstudent Data Science - Business Analytics (all genders),Adzuna::API::Response::Job,2024-11-08T12:49:30Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'pr-advertising-marketing-jobs', 'label': 'Stellen aus PR, Werbung & Marketing'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoicU9BRVpBYlU4QkcydkpkUno2R1BmZyIsImkiOiI0OTMxMzE0MDcyIn0.exG-BwkgNXDEdPxJtIjXq2WZ0_IN3iWovdA_uwWkIHk,0,part_time,,,
"Werde MIDgestalter:in! Teil von MID zu sein, bedeutet MIDgestalter:in zu sein! Gemeinsam als Team – aktuell 170 Kolleg:innen – brennen wir täglich darauf, den Wandel bei unseren Kunden in zukunftsfähige Mehrwerte zu überführen. Schneller denn je ändern sich durch neue Technologien und Wettbewerb die Randbedingungen für aktuelle Geschäftsmodelle. Um erfolgreich zu sein, sollten IT-Fähigkeiten, -Strukturen, -Assets und -Prozesse mindestens genauso schnell angepasst und weiterentwickelt werden kön…",5348549890,https://www.adzuna.de/details/5348549890?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'MID GmbH'}","{'area': ['Deutschland', 'Bayern', 'Nürnberg', 'Gleißbühl'], 'display_name': 'Gleißbühl, Nürnberg', '__CLASS__': 'Adzuna::API::Response::Location'}",11.08475,49.44932,Senior Consultant (m/w/d) Data Science,Adzuna::API::Response::Job,2025-08-12T02:56:27Z,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTM0ODU0OTg5MCIsInMiOiJxT0FFWkFiVThCRzJ2SmRSejZHUGZnIn0.VYlg4MLVEv-mLM8cs-mMRik7xbaAmtZstRy6KoYKNdg,0,full_time,,,
"Für unser Data & Analytics Team bei ViiV Healthcare am Standort München suchen wir einen Werkstudent (m/w/d) Analytics & Data Science. ViiV Healthcare ist ein unabhängiges, weltweit tätiges pharmazeutisches Unternehmen, das sich zu 100% dem Fortschritt in der Behandlung und Versorgung von Menschen mit HIV verschrieben hat. Es gibt – über unser vielfältiges Engagement in Entwicklung und Vertrieb von antiretroviralen Medikamenten hinaus – viele wichtige Bereiche rund um HIV, in denen wir tätig si…",5505629595,https://www.adzuna.de/details/5505629595?utm_medium=api&utm_source=a4bcf954,"{'display_name': 'GSK', '__CLASS__': 'Adzuna::API::Response::Company'}","{'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], 'display_name': 'München, München (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",,,Werkstudent (m/w/d) Analytics & Data Science,Adzuna::API::Response::Job,2025-11-20T18:34:36Z,"{'label': 'Stellen aus Gesundheitswesen & Pflege', 'tag': 'healthcare-nursing-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoicU9BRVpBYlU4QkcydkpkUno2R1BmZyIsImkiOiI1NTA1NjI5NTk1In0.TpWZPPWomoApmLVF93FD11a87RkNzyNuuihYBzAezqI,0,full_time,,,
"Deine Aufgaben Datengetriebene Transformation. Prozessintelligenz. Zukunft gestalten. Du willst nicht nur analysieren, sondern mitgestalten? Dann komm in unser Team und unterstütze uns bei der datenbasierten Transformation etablierter Unternehmen im Mittelstand und Konzernumfeld. Wir entwickeln intelligente Lösungen auf Basis von Process Mining, Business Process Management und AI – und setzen diese gemeinsam mit unseren Kund:innen um. Du führst strukturierte Recherchen und Analysen zu aktuellen…",5258138815,https://www.adzuna.de/details/5258138815?utm_medium=api&utm_source=a4bcf954,"{'display_name': 'PMMG Group', '__CLASS__': 'Adzuna::API::Response::Company'}","{'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Schwabing-Freimann'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Schwabing-Freimann, München'}",11.59038,48.16652,Werkstudent Process & Data Science (w/m/d),Adzuna::API::Response::Job,2025-06-19T15:08:45Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Beraterstellen', 'tag': 'consultancy-jobs'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoicU9BRVpBYlU4QkcydkpkUno2R1BmZyIsImkiOiI1MjU4MTM4ODE1In0.7cttyP6kgBb9Iy-Nz20rPKyjhqtKfu_fReVupYVwoFk,0,part_time,,,
"Deine Aufgaben Datengetriebene Transformation. Prozessintelligenz. Zukunft gestalten. Du willst nicht nur analysieren, sondern mitgestalten? Dann komm in unser Team und unterstütze uns bei der datenbasierten Transformation etablierter Unternehmen im Mittelstand und Konzernumfeld. Wir entwickeln intelligente Lösungen auf Basis von Process Mining, Business Process Management und AI – und setzen diese gemeinsam mit unseren Kund:innen um. Du führst strukturierte Recherchen und Analysen zu aktuellen…",5273301446,https://www.adzuna.de/details/5273301446?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'PMMG Process Solutions'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Schwabing-Freimann, München', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Schwabing-Freimann']}",11.59038,48.16652,Werkstudent Process & Data Science (w/m/d),Adzuna::API::Response::Job,2025-06-28T14:52:14Z,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI3MzMwMTQ0NiIsInMiOiJxT0FFWkFiVThCRzJ2SmRSejZHUGZnIn0.UvI_g-AvCaTB1iv8u3ahRomRydNaFtzv3P2CTK8llEM,0,part_time,,,
"Über uns ECDB – Die Zukunft des eCommerce mit Daten gestalten! Wir bei ECDB sind überzeugt: Daten entscheiden über Erfolg im eCommerce. Deshalb liefern wir führenden Unternehmen wie Amazon, Google und PayPal die präzisesten Analysen und Markt-Insights. Mit Milliarden von Transaktionen als Basis entwickeln wir eine der umfassendsten eCommerce-Datenplattformen weltweit. Unser Team aus über 50 Expert:innen kombiniert modernste Technologien mit tiefem Branchenwissen – und genau hier kommst du ins S…",5508019649,https://www.adzuna.de/details/5508019649?utm_medium=api&utm_source=a4bcf954,"{'display_name': 'ECDB', '__CLASS__': 'Adzuna::API::Response::Company'}","{'area': ['Deutschland', 'Hamburg'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hamburg, Deutschland'}",9.987297,53.557429,Team Lead Data Science (m/w/d),Adzuna::API::Response::Job,2025-11-21T18:28:36Z,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUwODAxOTY0OSIsInMiOiJxT0FFWkFiVThCRzJ2SmRSejZHUGZnIn0._c0WcrsweYc6KIdjJb8tAFH9BinTUMnDOyF0Ntry7n4,0,full_time,,,
"WILLKOMMEN IM TEAM Am BASF-Standort in Schwarzheide produzieren wir nicht nur Polyurethangrundprodukte, Schaumstoffe und Lacke, sondern auch technische Kunststoffe, Veredlungschemikalien und Fungizide. So vielseitig wie unsere Produktpalette sind auch die Tätigkeiten, die es braucht, damit die Produkte hergestellt werden - unsere Mitarbeiterinnen und Mitarbeiter arbeiten bei uns am Standort in den unterschiedlichsten Fachdisziplinen zusammen: vom Ingenieurwesen bis hin zur Digitalisierung, von …",5062249327,https://www.adzuna.de/details/5062249327?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Basf France'}","{'area': ['Deutschland', 'Brandenburg', 'Oberspreewald-Lausitz (Kreis)', 'Schwarzheide'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Schwarzheide, Oberspreewald-Lausitz (Kreis)'}",13.86232,51.47465,Praktikum Data Science in der Digitalisierung (m/w/d),Adzuna::API::Response::Job,2025-02-24T18:13:01Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen für Hochschulabsolventen', 'tag': 'graduate-jobs'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTA2MjI0OTMyNyIsInMiOiJxT0FFWkFiVThCRzJ2SmRSejZHUGZnIn0.bFyK5P7pRPSyleu00PQW4i0Tx2O2uJcZ_2Jbvgcyy2k,0,,contract,,
"Über unsGemeinsam. Digital. Erfolgreich. - das ist karriere tutor Karriere tutor ist der Spezialist für Online-Weiterbildung. Unser Ziel ist es, Menschen mit unseren Weiterbildungen beruflich erfolgreicher und glücklicher zu machen. Wir schaffen Chancen durch Bildung und öffnen unseren Kundinnen und Kunden neue Karrieretüren. Dabei holen wir die Menschen dort ab, wo sie stehen, legen mit ihnen gemeinsam den Weg fest, begleiten sie bis zum erfolgreichen Zertifikat und unterstützen sie bei der Su…",5525556800,https://www.adzuna.de/details/5525556800?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'karriere tutor GmbH'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Gronau, Bonn', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Bonn', 'Gronau']}",7.12532,50.71807,Dozent (w/m/d) für Data Science in Bonn,Adzuna::API::Response::Job,2025-12-03T12:12:05Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'teaching-jobs', 'label': 'Lehrberufe'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoicU9BRVpBYlU4QkcydkpkUno2R1BmZyIsImkiOiI1NTI1NTU2ODAwIn0.O2dnDhwSfApqa8mJNTuC_tOZ5nO4r0sw2dCDJGhaya8,0,,,,
"Deine Rolle bei karriere tutor® karriere tutor® steht für moderne, praxisnahe Weiterbildung und Umschulung – und für eine Lernkultur, die Menschen stark macht. Du möchtest mit deinem Know-how und deiner Persönlichkeit etwas bewegen? Dann werde Teil unseres Teams und begleite unsere Teilnehmenden in ihrer persönlichen Entwicklung. So sieht dein Tag bei uns aus: Du bist die wichtigste Person für unsere Teilnehmenden am Umschulungsstandort in Augsburg, Bonn, Bremen, Dortmund, Düsseldorf oder Norde…",5453167276,https://www.adzuna.de/details/5453167276?utm_medium=api&utm_source=a4bcf954,"{'display_name': 'karriere tutor GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Bonn', 'Gronau'], 'display_name': 'Gronau, Bonn', '__CLASS__': 'Adzuna::API::Response::Location'}",7.12532,50.71807,Dozent (w/m/d) für Data Science am Umschulungsstandort,Adzuna::API::Response::Job,2025-10-18T04:19:37Z,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoicU9BRVpBYlU4QkcydkpkUno2R1BmZyIsImkiOiI1NDUzMTY3Mjc2In0.fBMMPZlNr3MmsjbZ8s8q0h9CjQh_qcH67OLZKbVdKFo,0,full_time,,,
"Deine Rolle bei karriere tutor® karriere tutor® steht für moderne, praxisnahe Weiterbildung und Umschulung – und für eine Lernkultur, die Menschen stark macht. Du möchtest mit deinem Know-how und deiner Persönlichkeit etwas bewegen? Dann werde Teil unseres Teams und begleite unsere Teilnehmenden in ihrer persönlichen Entwicklung. So sieht dein Tag bei uns aus: Du bist die wichtigste Person für unsere Teilnehmenden am Umschulungsstandort Kiel und begleitest sie engagiert und kompetent durch ihre…",5456844093,https://www.adzuna.de/details/5456844093?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'karriere tutor GmbH'}","{'area': ['Deutschland', 'Schleswig-Holstein', 'Kiel', 'Altstadt'], 'display_name': 'Altstadt, Kiel', '__CLASS__': 'Adzuna::API::Response::Location'}",10.14187,54.32167,Dozent (w/m/d) für Data Science in Kiel,Adzuna::API::Response::Job,2025-10-21T04:16:57Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ1Njg0NDA5MyIsInMiOiJxT0FFWkFiVThCRzJ2SmRSejZHUGZnIn0.5A2cPplfbXL5skPldFHM7Wbg4aPN0AeIoCebY79vv_g,0,full_time,,,
"&Uuml;ber uns Gemeinsam. Digital. Erfolgreich. &ndash; das ist karriere tutor&reg; Karriere tutor&reg; ist der Spezialist f&uuml;r Online-Weiterbildung. Unser Ziel ist es, Menschen mit unseren Weiterbildungen beruflich erfolgreicher und gl&uuml;cklicher zu machen. Wir schaffen Chancen durch Bildung und &ouml;ffnen unseren Kundinnen und Kunden neue Karrieret&uuml;ren. Dabei holen wir die Menschen dort ab, wo sie stehen, legen mit ihnen gemeinsam den Weg fest, begleiten sie bis zum erfolgreichen …",5523755268,https://www.adzuna.de/details/5523755268?utm_medium=api&utm_source=a4bcf954,"{'display_name': 'karriere tutor GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Bonn', 'Gronau'], 'display_name': 'Gronau, Bonn', '__CLASS__': 'Adzuna::API::Response::Location'}",7.12532,50.71807,Dozent (w/m/d) für Data Science in Bonn,Adzuna::API::Response::Job,2025-12-02T12:16:23Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'teaching-jobs', 'label': 'Lehrberufe'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoicU9BRVpBYlU4QkcydkpkUno2R1BmZyIsImkiOiI1NTIzNzU1MjY4In0.txQszNtNm1vKX_I7CSTEoktkh-pTB-Qal_31rB7rWV0,0,,,,
Über uns statworx ist ein führendes Beratungs- und Entwicklungsunternehmen für Daten und KI mit Sitz in Frankfurt am Main. Wir bieten strategische Beratung für mittelständische Unternehmen und globale Konzerne. Wir entwickeln innovative Daten- & KI-Lösungen für alle Unternehmensbereiche und Tätigkeitsfelder. Wir befähigen Menschen auf allen Kompetenzniveaus mit unseren Daten- & KI-Bildungsformaten. Kurz gesagt: Wir unterstützen Unternehmen bei allen Aspekten der digitalen Transformation – seit …,5523069832,https://www.adzuna.de/details/5523069832?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'statworx'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Fechenheim, Frankfurt am Main', 'area': ['Deutschland', 'Hessen', 'Frankfurt am Main', 'Fechenheim']}",8.76072,50.12595,Consultant Data Science - Fokus NLP (alle Geschlechter),Adzuna::API::Response::Job,2025-12-02T00:42:04Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoicU9BRVpBYlU4QkcydkpkUno2R1BmZyIsImkiOiI1NTIzMDY5ODMyIn0.-jJxAhHZXGp529mLeXiDfwLqJBJvr-ooIHGEO03Yq3g,0,full_time,,,
"Du hast viel zu tun Du analysierst über 2,5 Millionen Bestelldaten aus 25 Jahren Onlinehandel Mit Hilfe von Machine Learning bildest Du Kundenkohorten und gewinnst daraus wertvolle Insights Du entwickelst Modelle, um aus dem Kaufverhalten der Vergangenheit zukünftige Kaufentscheidungen zu prognostizieren Deine Ergebnisse bilden die Grundlage für zukünftige Marketing-Kampagnen, z. B. um die richtigen Produkte zur richtigen Zeit zu bewerben Du hast einiges drauf Du stehst kurz vor dem Ende Deines…",5450087770,https://www.adzuna.de/details/5450087770?utm_medium=api&utm_source=a4bcf954,"{'display_name': 'nimax', '__CLASS__': 'Adzuna::API::Response::Company'}","{'display_name': 'Landsberg am Lech, Landsberg am Lech (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'Landsberg am Lech (Kreis)', 'Landsberg am Lech']}",10.88248,48.04792,Abschlussarbeit Data Science – Machine Learning im E-Commerce,Adzuna::API::Response::Job,2025-10-16T14:19:04Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'logistics-warehouse-jobs', 'label': 'Stellen aus Logistik & Lagerhaltung'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoicU9BRVpBYlU4QkcydkpkUno2R1BmZyIsImkiOiI1NDUwMDg3NzcwIn0.jd4fgIW-BMsRG3xJ76PpQpUsZ5TzPDbM2mReAaT1IXA,0,part_time,,,
