adref,salary_is_predicted,redirect_url,id,latitude,description,company,created,__CLASS__,location,category,longitude,title,contract_time,salary_min,salary_max,contract_type
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYyODM5NDM0MyIsInMiOiJ0QWt5aDVFeDhSR09lN2Q5Q00zcklnIn0.jBIe3qTfD5KeH-f9nsabYYM3rh1nPrQ51VeXz1eoSME,0,https://www.adzuna.de/details/5628394343?utm_medium=api&utm_source=a4bcf954,5628394343,52.507706,"The Role Are you ready to drive a huge business impact? As Data Science Manager for Search Optimisation, you will lead a team dedicated to maximizing the efficiency of our marketing investments. You will oversee the design of optimization algorithms and implementation measurement frameworks that directly steer our Paid Search ecosystem. In this role, you will take ownership of various data sources from internal conversion data to external ads platform data and translate them into production-gra…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'HelloFresh'}",2026-02-13T21:04:49Z,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin'], 'display_name': 'Berlin, Deutschland'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",13.420806,"Data Science Manager, Growth Alliance (f/m/x)",,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MDY1Mjg1NyIsInMiOiJ0QWt5aDVFeDhSR09lN2Q5Q00zcklnIn0.J67NIN6jNSTk2bTc98zR9-t-7tWWAX1WMPjXp-B39Ds,0,https://www.adzuna.de/land/ad/5690652857?se=tAkyh5Ex8RGOe7d9CM3rIg&utm_medium=api&utm_source=a4bcf954&v=38FB8A55087C8CBF529D4EC0A2C73E694DE3ADBA,5690652857,49.142335,"Auf Initiative der Dieter Schwarz Stiftung betreibt die Technische Universität München einen eigenen Lehr- und Forschungsstandort am Bildungscampus Heilbronn. Der Campus steht unter dem Leitgedanken „for The Digital Age“ und fokussiert sich auf die Chancen und Herausforderungen des digitalen Zeitalters, u.a. in den Bereichen Künstliche Intelligenz, Data Science und Informatik. Die Besonderheit des Campus liegt vor allem in der Verzahnung von Management und digitalen Technologien und beschäftigt…","{'display_name': 'Die TUM Campus Heilbronn gGmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-04-05T16:19:38Z,Adzuna::API::Response::Job,"{'display_name': 'Heilbronn, Heilbronn (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Heilbronn'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'consultancy-jobs', 'label': 'Beraterstellen'}",9.209895,Division Director Continuing Education (m/w/d),,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NjQzMzk3NiIsInMiOiJ0QWt5aDVFeDhSR09lN2Q5Q00zcklnIn0.bLSriH0Te8fNSMq0X7_k9PuLotUnwLO385_lUhLPKUE,0,https://www.adzuna.de/details/5676433976?utm_medium=api&utm_source=a4bcf954,5676433976,49.01336,"Wir bei Knuddels haben das Ziel, soziale Netzwerke wieder wirklich sozial zu machen - weg vom Konsumieren von Content, hin zu echter menschlicher Nähe. Bei Knuddels soll jeder 3 wichtige Menschen für sein echtes Leben finden. Finde du in unseren Daten die Erkenntnisse, die wir brauchen, um diese Vision zu erreichen. Deine Aufgaben Du übernimmst eine Schlüsselrolle, da du nicht nur operativ arbeitest, sondern den Bereich Data Science bei Knuddels strategisch neu aufstellst und verankerst. Führun…","{'display_name': 'Knuddels GmbH & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-03-24T02:10:02Z,Adzuna::API::Response::Job,"{'display_name': 'Innenstadt, Karlsruhe', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Karlsruhe', 'Innenstadt']}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}",8.38979,Teamlead Data Science (m/w/d) - remote oder Karlsruhe,full_time,,,permanent
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4OTkyMTU3OCIsInMiOiJ0QWt5aDVFeDhSR09lN2Q5Q00zcklnIn0.d0JEBs1N9vKqfxV_BYObL7KEEPwO77lEVsWz-Sk-RrY,0,https://www.adzuna.de/details/5689921578?utm_medium=api&utm_source=a4bcf954,5689921578,49.001249,"Wir bei Knuddels haben das Ziel, soziale Netzwerke wieder wirklich sozial zu machen - weg vom Konsumieren von Content, hin zu echter menschlicher Nähe. Bei Knuddels soll jeder 3 wichtige Menschen für sein echtes Leben finden. Finde du in unseren Daten die Erkenntnisse, die wir brauchen, um diese Vision zu erreichen. Tätigkeiten Du übernimmst eine Schlüsselrolle, da du nicht nur operativ arbeitest, sondern den Bereich Data Science bei Knuddels strategisch neu aufstellst und verankerst. Führung &…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Knuddels GmbH & Co. KG'}",2026-04-04T17:41:27Z,Adzuna::API::Response::Job,"{'display_name': 'Karlsruhe, Karlsruhe (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Karlsruhe']}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'accounting-finance-jobs', 'label': 'Stellen aus Buchhaltung & Finanzwesen'}",8.412378,Teamlead Data Science (m/w/d) - remote oder Karlsruhe,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidEFreWg1RXg4UkdPZTdkOUNNM3JJZyIsImkiOiI1Njg5NTg3MTI5In0.TxfGXpPtyIC8oiwymQGY19SWYxbBWeZZcYO7ldFmw2s,0,https://www.adzuna.de/details/5689587129?utm_medium=api&utm_source=a4bcf954,5689587129,,"Unternehmensbeschreibung Wir sind als eine der führenden europäischen Management- und Technologieberatungen ein echter Tech-Player. Wir sehen uns als Vordenker*innen, handeln und denken strategisch, entwickeln mit unseren Kunden maßgeschneiderte Lösungen, sowie präzise Prozesse und implementieren innovative Technologien. Weltweit sind wir über 50.000 tech-affine und kluge Köpfe – gemeinsam gestalten wir die Zukunft unserer Kunden und die der Gesellschaft. Bist du bereit, das digitale Europa mit…","{'display_name': 'Sopra-Steria', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-04-04T08:04:44Z,Adzuna::API::Response::Job,"{'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen für Hochschulabsolventen', 'tag': 'graduate-jobs'}",,Data Science Engineer/Analyst Aerospace (m/w/d),,,,contract
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidEFreWg1RXg4UkdPZTdkOUNNM3JJZyIsImkiOiI1NjUxNjY5OTY5In0.rS7lPnvZ9WY6cy9XWcJQv2CsySQsPXFG9ngSL3enfbo,0,https://www.adzuna.de/details/5651669969?utm_medium=api&utm_source=a4bcf954,5651669969,53.557429,"Position Description: Duales Masterstudium Applied Data Science (m/f/d) Stellenbeschreibung Du willst Dich dem analytischen Umgang mit Daten stellen und hast dabei gleichzeitig „das große Ganze“ im Unternehmen im Blick? Künstliche Intelligenz, Data Mining, Predictive Analytics und Projektmanagement findest Du spannend? Kein Problem bei CGI! • Breite Karrieremöglichkeiten • Steile Lernkurve in kleinen Teams • Freistellungstage für Präsenzphasen und individuelles Lernen • Attraktives Gehalt sowie…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'CGI'}",2026-03-02T21:34:58Z,Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Hamburg'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hamburg, Deutschland'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus Kreation & Design', 'tag': 'creative-design-jobs'}",9.987297,Duales Masterstudium Applied Data Science (m/f/d),,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3Nzc4MjEyNCIsInMiOiJ0QWt5aDVFeDhSR09lN2Q5Q00zcklnIn0.ZHYuDh2zWpf3htF_p-01N31e3CBu0Za16L7R9alWLOg,0,https://www.adzuna.de/details/5677782124?utm_medium=api&utm_source=a4bcf954,5677782124,53.5504,"Position Description: Duales Masterstudium Applied Data Science (m/f/d) Stellenbeschreibung Du willst Dich dem analytischen Umgang mit Daten stellen und hast dabei gleichzeitig „das große Ganze“ im Unternehmen im Blick? Künstliche Intelligenz, Data Mining, Predictive Analytics und Projektmanagement findest Du spannend? Kein Problem bei CGI! • Breite Karrieremöglichkeiten • Steile Lernkurve in kleinen Teams • Freistellungstage für Präsenzphasen und individuelles Lernen • Attraktives Gehalt sowie…","{'display_name': 'CGI', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-03-25T06:58:05Z,Adzuna::API::Response::Job,"{'display_name': 'Hamburg-Altstadt, Hamburg', 'area': ['Deutschland', 'Hamburg', 'Hamburg-Altstadt'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'label': 'Stellen für Hochschulabsolventen', 'tag': 'graduate-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",9.99417,Duales Masterstudium Applied Data Science (m/f/d),,,,contract
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4Mzc3MzE0MiIsInMiOiJ0QWt5aDVFeDhSR09lN2Q5Q00zcklnIn0.VXTe2mGJtHzHkochhnDlSZMZe1XR5seRrVgtv91ETok,0,https://www.adzuna.de/details/5683773142?utm_medium=api&utm_source=a4bcf954,5683773142,52.507706,Praktikum Associate Consultant Data Science (m/w/d) In Deutschland - Berlin| Bonn | Köln Du willst Praxiserfahrung in einer internationalen Unternehmensberatungsammeln? Bei uns kannst du dein Interesse an Wirtschaftsthemen mit deinenanalytischen Fähigkeiten verbinden! Werde für mindestens 10 Wochen Teil einesaußergewöhnlichen Teams. Was uns besonders macht: ein starker Unternehmergeistund jede Menge Gestaltungsfreiheit. Der Advanced Analytics Bereich bei Simon-Kucher konzentriert sich auf dieEn…,"{'display_name': 'Simon-Kucher & Partners', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-03-31T04:29:52Z,Adzuna::API::Response::Job,"{'display_name': 'Berlin, Deutschland', 'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",13.420806,Praktikum Associate Consultant Data Science (m/w/d),,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4Mzc3MzE4NCIsInMiOiJ0QWt5aDVFeDhSR09lN2Q5Q00zcklnIn0.tfA4iS5J0gDwPYi0Vb147-WSim1OdoBNV0lVrvGPx28,0,https://www.adzuna.de/details/5683773184?utm_medium=api&utm_source=a4bcf954,5683773184,,Praktikum Associate Consultant Data Science (m/w/d) In Deutschland - Berlin| Bonn | Köln Du willst Praxiserfahrung in einer internationalen Unternehmensberatungsammeln? Bei uns kannst du dein Interesse an Wirtschaftsthemen mit deinenanalytischen Fähigkeiten verbinden! Werde für mindestens 10 Wochen Teil einesaußergewöhnlichen Teams. Was uns besonders macht: ein starker Unternehmergeistund jede Menge Gestaltungsfreiheit. Der Advanced Analytics Bereich bei Simon-Kucher konzentriert sich auf dieEn…,"{'display_name': 'Simon-Kucher & Partners', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-03-31T04:29:53Z,Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Köln'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Köln, Nordrhein-Westfalen'}","{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",,Praktikum Associate Consultant Data Science (m/w/d),,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4Mzc3MzE0NyIsInMiOiJ0QWt5aDVFeDhSR09lN2Q5Q00zcklnIn0.UZiC0h1SMaH5mosZmzpTWJ--oaUxFRRvD6W842s4l1s,0,https://www.adzuna.de/details/5683773147?utm_medium=api&utm_source=a4bcf954,5683773147,50.71942,Praktikum Associate Consultant Data Science (m/w/d) In Deutschland - Berlin| Bonn | Köln Du willst Praxiserfahrung in einer internationalen Unternehmensberatungsammeln? Bei uns kannst du dein Interesse an Wirtschaftsthemen mit deinenanalytischen Fähigkeiten verbinden! Werde für mindestens 10 Wochen Teil einesaußergewöhnlichen Teams. Was uns besonders macht: ein starker Unternehmergeistund jede Menge Gestaltungsfreiheit. Der Advanced Analytics Bereich bei Simon-Kucher konzentriert sich auf dieEn…,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Simon-Kucher & Partners'}",2026-03-31T04:29:52Z,Adzuna::API::Response::Job,"{'display_name': 'Bonn, Nordrhein-Westfalen', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Bonn'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",7.112412,Praktikum Associate Consultant Data Science (m/w/d),,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidEFreWg1RXg4UkdPZTdkOUNNM3JJZyIsImkiOiI0NTA4ODU0NjcxIn0.QEuQdhMeYRqnoRPsdlyOZeMHtJQFWcsbmuQzQOL2QV4,0,https://www.adzuna.de/details/4508854671?utm_medium=api&utm_source=a4bcf954,4508854671,49.67828,"Requistion ID : 67844 Dentsply Sirona ist der weltweit größte Anbieter von Dentalprodukten- und technologien und unterstützt Zahnärzte und Zahntechniker dabei, eine bessere, schnellere und sicherere Versorgung in allen zahnmedizinischen Bereichen anzubieten. Wir sind stolz darauf, bevorzugter Partner für Zahnarztpraxen, Kliniken, Dentallabore und autorisierte Vertriebshändler weltweit zu sein. Der Hauptfirmensitz von Dentsply Sirona befindet sich in Charlotte, North Carolina. So fortschrittlich…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Dentsply Sirona'}",2024-01-03T20:47:04Z,Adzuna::API::Response::Job,"{'display_name': 'Bensheim, Bergstraße (Kreis)', 'area': ['Deutschland', 'Hessen', 'Bergstraße (Kreis)', 'Bensheim'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",8.60289,Bachelor of Science (B. Sc.) Data Science und KI,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTM5MzUzNDY2NSIsInMiOiJ0QWt5aDVFeDhSR09lN2Q5Q00zcklnIn0.4ucuX148jMMax3WnSFWP9nYJKMbiUtYNapib739Tp2E,0,https://www.adzuna.de/details/5393534665?utm_medium=api&utm_source=a4bcf954,5393534665,49.67828,"Requistion ID : 67844 Dentsply Sirona ist der weltweit gru00f6u00dfte Anbieter von Dentalprodukten- und technologien und unterstu00fctzt Zahnu00e4rzte und Zahntechniker dabei, eine bessere, schnellere und sicherere Versorgung in allen zahnmedizinischen Bereichen anzubieten. Wir sind stolz darauf, bevorzugter Partner fu00fcr Zahnarztpraxen, Kliniken, Dentallabore und autorisierte Vertriebshu00e4ndler weltweit zu sein. Der Hauptfirmensitz von Dentsply Sirona befindet sich in Charlotte, North Caro…","{'display_name': 'Dentsply Sirona', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-09-11T02:53:14Z,Adzuna::API::Response::Job,"{'display_name': 'Bensheim, Bergstraße (Kreis)', 'area': ['Deutschland', 'Hessen', 'Bergstraße (Kreis)', 'Bensheim'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",8.60289,Bachelor of Science (B. Sc.) Data Science und KI,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidEFreWg1RXg4UkdPZTdkOUNNM3JJZyIsImkiOiI1NjUzOTcxMTMyIn0.b-pAJZPpJLeXBDr37CsHGz7q4A-1r7qdiCHMBwD20z0,0,https://www.adzuna.de/details/5653971132?utm_medium=api&utm_source=a4bcf954,5653971132,,"What You Can Expect : Reporting: Baue mit Power BI & Power Apps ein monatliches Reporting für die Geschäftsführung auf – inklusive aller wichtigen KPIs rund um Projekte, Audits & Co. Operational Excellence: Koordiniere die Einführung eines global entwickelten Rhenus Excellence Systems an allen deutschen Standorten. Mitgestaltung: Deine Ideen zur Weiterentwicklung des Bereichs sind gefragt – gestalte gemeinsam mit uns die Zukunft von Operational Excellence. Kommunikation: Stehe im regelmäßigen A…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Rhenus Logistics'}",2026-03-04T21:03:23Z,Adzuna::API::Response::Job,"{'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland']}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus Logistik & Lagerhaltung', 'tag': 'logistics-warehouse-jobs'}",,Werkstudent Operational Excellence und Data Science (w/m/d),part_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidEFreWg1RXg4UkdPZTdkOUNNM3JJZyIsImkiOiI1NjQ2OTcxNTQyIn0.zP6vcD4prAru-bE47CL5r_frOgwFd46KrFNPFbLReVI,0,https://www.adzuna.de/details/5646971542?utm_medium=api&utm_source=a4bcf954,5646971542,,"Unternehmensbeschreibung Wir sind als eine der führenden europäischen Management- und Technologieberatungen ein echter Tech-Player. Wir sehen uns als Vordenker*innen, handeln und denken strategisch, entwickeln mit unseren Kunden maßgeschneiderte Lösungen, sowie präzise Prozesse und implementieren innovative Technologien. Weltweit sind wir über 50.000 tech-affine und kluge Köpfe – gemeinsam gestalten wir die Zukunft unserer Kunden und die der Gesellschaft. Bist du bereit, das digitale Europa mit…","{'display_name': 'Sopra-Steria', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-02-27T06:47:10Z,Adzuna::API::Response::Job,"{'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland']}","{'label': 'Stellen für Hochschulabsolventen', 'tag': 'graduate-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",,Junior Consultant Data Science & AI (m/w/d),,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDg1MjkwNzIwMCIsInMiOiJ0QWt5aDVFeDhSR09lN2Q5Q00zcklnIn0.2hosWyAqltoIGPLj6LBRr3IOtiOxfZlKbiwIMavR1k8,0,https://www.adzuna.de/details/4852907200?utm_medium=api&utm_source=a4bcf954,4852907200,51.14779,"Über das Unternehmen Als international operierender Spezialist produziert wir leistungsstarke Präzisionsanlagen. Das bedeutet moderne bestehende und vielfach erprobte Standards zu nutzen, um mit Kunden gemeinsam ein tragendes als auch individuelles Gesamtkonzept zu entwickeln. Wir sind Partner von der ersten Idee, Konzeption, Planung, Projektierung und Abwicklung bis zur Endfertigung, Montage und einem umfangreichen After-Sales-Service. Was bieten wir Ihnen? Spannende Aufgaben im Bereich innova…","{'display_name': 'Workwise GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",2024-09-05T12:53:18Z,Adzuna::API::Response::Job,"{'display_name': 'Schmallenberg, Hochsauerlandkreis', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Hochsauerlandkreis', 'Schmallenberg']}","{'tag': 'it-jobs', 'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",8.28561,Senior Softwareentwickler für Data Science und Datenmanagement (m/w/d),full_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU1Mjc3Njk2NSIsInMiOiJ0QWt5aDVFeDhSR09lN2Q5Q00zcklnIn0.GlSsorZSMF32KYFP07OEB_65bTY-C93_yMYjAODdVPo,0,https://www.adzuna.de/details/5552776965?utm_medium=api&utm_source=a4bcf954,5552776965,50.12595,Über uns statworx ist ein führendes Beratungs- und Entwicklungsunternehmen für Daten und KI mit Sitz in Frankfurt am Main. Wir bieten strategische Beratung für mittelständische Unternehmen und globale Konzerne. Wir entwickeln innovative Daten- & KI-Lösungen für alle Unternehmensbereiche und Tätigkeitsfelder. Wir befähigen Menschen auf allen Kompetenzniveaus mit unseren Daten- & KI-Bildungsformaten. Kurz gesagt: Wir unterstützen Unternehmen bei allen Aspekten der digitalen Transformation – seit …,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'statworx'}",2025-12-23T07:46:36Z,Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Hessen', 'Frankfurt am Main', 'Fechenheim'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Fechenheim, Frankfurt am Main'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",8.76072,Senior Consultant Data Science - Fokus NLP (alle Geschlechter),full_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDgwMTExNDg2NyIsInMiOiJ0QWt5aDVFeDhSR09lN2Q5Q00zcklnIn0.iarSXiVvVNYzkdpYr302pheETlXpR4CdsBoRYbUs3bM,0,https://www.adzuna.de/details/4801114867?utm_medium=api&utm_source=a4bcf954,4801114867,,In Deutschland - Berlin | Bonn | Köln Du willst Praxiserfahrung in einer internationalen Unternehmensberatung sammeln? Bei uns kannst du dein Interesse an Wirtschaftsthemen mit deinen analytischen Fähigkeiten verbinden! Werde für mindestens 10 Wochen Teil eines außergewöhnlichen Teams. Was uns besonders macht: ein starker Unternehmergeist und jede Menge Gestaltungsfreiheit. Der Advanced Analytics Bereich bei Simon-Kucher konzentriert sich auf die Entwicklung von Best-in-Class-Ansätzen und -Mode…,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'master-TMS'}",2024-07-30T22:37:13Z,Adzuna::API::Response::Job,"{'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland']}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'consultancy-jobs', 'label': 'Beraterstellen'}",,Praktikum Associate Consultant Data Science (m/w/d),,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY2MjM0ODI0NSIsInMiOiJ0QWt5aDVFeDhSR09lN2Q5Q00zcklnIn0.MHMnyx5z98Jw7_iJOF5tQXKHQ80nDBCiNOEmQVLRfT0,0,https://www.adzuna.de/details/5662348245?utm_medium=api&utm_source=a4bcf954,5662348245,52.5259,"AI Specialist - Engineering und Data Science (w/m/d) Job-ID: 12652 Standorte: Berlin Karrierelevel: Berufserfahrene, Absolvent:innen Anstellungsart: Festanstellung in Vollzeit Begleite KPMG und unsere Kund:innen bei der KI-Transformation. In Deiner Position bist Du verantwortlich für die operative Exzellenz bei der Entwicklung und Implementierung von KI-Lösungen in Beratungsprojekten durch das AI Center of Excellence (CoE). Deine Rolle ist entscheidend, um unsere KI-Strategie im Unternehmen und…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'KPMG'}",2026-03-12T14:04:10Z,Adzuna::API::Response::Job,"{'display_name': 'Moabit, Berlin', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin', 'Moabit']}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",13.35662,AI Specialist - Engineering und Data Science (w/m/d),full_time,,,permanent
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidEFreWg1RXg4UkdPZTdkOUNNM3JJZyIsImkiOiI1NjYyMzQ4MjQ2In0.s4lVpuQ1FpgaxPMmiWE3ZDQyiLzj3biQREbA5Fdzq7g,0,https://www.adzuna.de/details/5662348246?utm_medium=api&utm_source=a4bcf954,5662348246,50.05078,"AI Specialist - Engineering und Data Science (w/m/d) Job-ID: 12652 Standorte: Frankfurt Karrierelevel: Berufserfahrene, Absolvent:innen Anstellungsart: Festanstellung in Vollzeit Begleite KPMG und unsere Kund:innen bei der KI-Transformation. In Deiner Position bist Du verantwortlich für die operative Exzellenz bei der Entwicklung und Implementierung von KI-Lösungen in Beratungsprojekten durch das AI Center of Excellence (CoE). Deine Rolle ist entscheidend, um unsere KI-Strategie im Unternehmen …","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'KPMG'}",2026-03-12T14:04:10Z,Adzuna::API::Response::Job,"{'display_name': 'Flughafen, Frankfurt am Main', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hessen', 'Frankfurt am Main', 'Flughafen']}","{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",8.56413,AI Specialist - Engineering und Data Science (w/m/d),full_time,,,permanent
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY2MjM0ODI0NyIsInMiOiJ0QWt5aDVFeDhSR09lN2Q5Q00zcklnIn0.opRo6GVHZXZpqIEgHO5i2oNcHKDmS54x9WdX22oh3_o,0,https://www.adzuna.de/details/5662348247?utm_medium=api&utm_source=a4bcf954,5662348247,,"AI Specialist - Engineering und Data Science (w/m/d) Job-ID: 12652 Standorte: Karrierelevel: Berufserfahrene, Absolvent:innen Anstellungsart: Festanstellung in Vollzeit Begleite KPMG und unsere Kund:innen bei der KI-Transformation. In Deiner Position bist Du verantwortlich für die operative Exzellenz bei der Entwicklung und Implementierung von KI-Lösungen in Beratungsprojekten durch das AI Center of Excellence (CoE). Deine Rolle ist entscheidend, um unsere KI-Strategie im Unternehmen und in Pro…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'KPMG'}",2026-03-12T14:04:11Z,Adzuna::API::Response::Job,"{'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",,AI Specialist - Engineering und Data Science (w/m/d),full_time,,,permanent
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidEFreWg1RXg4UkdPZTdkOUNNM3JJZyIsImkiOiI1NjgyNDQzNjEzIn0.tvFrC5Sq6lL2iOnAYew2ywkszvwMPdObFupBaTWTJhg,0,https://www.adzuna.de/details/5682443613?utm_medium=api&utm_source=a4bcf954,5682443613,48.78408,"Enabler für kleinere, leistungsfähigere und energieeffizientere Mikrochips Arbeiten, wo das Morgen entsteht. Rund 80 Prozent aller Mikrochips weltweit werden mit ZEISS Technologien gefertigt. Als Herzstück eines jeden elektronisch gesteuerten Systems sind sie aus unserem Alltag nicht mehr wegzudenken – egal ob im Smartphone, im Smart Home oder in Smart Factories. ZEISS ist Technologieführer im Bereich Halbleiterfertigungs-Equipment. Mit hochpräzisen Lithographie-Optiken, Photomasken-Systemen un…","{'display_name': 'ZEISS', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-03-29T22:49:53Z,Adzuna::API::Response::Job,"{'display_name': 'Oberkochen, Ostalbkreis', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Ostalbkreis', 'Oberkochen']}","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",10.10558,Werkstudent Data Science für die Optik-Fertigung (m/w/x),part_time,,,
